index,day,state,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,c_minus_t_raw,c_minus_t_adj
1232,2016-08-17,Washington,49.27,32.57,49.01266,34.34163,16.700000000000003,14.671029999999995
1233,2016-08-17,West Virginia,37.84,54.98,37.68105,56.4807,-17.139999999999993,-18.79965
1234,2016-08-17,Wisconsin,36.15,39.27,36.00692,41.0862,-3.1200000000000045,-5.079279999999997
1235,2016-08-18,Alabama,39.39,51.54,39.13811,52.72424,-12.149999999999999,-13.586130000000004
1236,2016-08-18,Arizona,40.07621308088679,45.40482146943931,40.86746685235995,47.05822021782337,-5.328608388552532,-6.190753365463418
1237,2016-08-18,Arkansas,42.2,47.62,41.93203,48.93382,-5.419999999999995,-7.00179
1238,2016-08-18,California,63.14,26.06,62.83726,28.27206,37.08,34.565200000000004
1239,2016-08-18,Colorado,44.57,38.55,43.58616,39.26922,6.020000000000003,4.316940000000002
1240,2016-08-18,Connecticut,47.04,39.13,46.86601,40.68833,7.909999999999997,6.177680000000002
1241,2016-08-18,Delaware,44.1,22.13,43.34782,24.07089,21.970000000000002,19.27693
1242,2016-08-18,Florida,48.52,41.41,48.63609,44.00318,7.1100000000000065,4.6329100000000025
1243,2016-08-18,Georgia,43.33,46.33,42.7515,47.48124,-3.0,-4.72974
1244,2016-08-18,Idaho,27.92,58.08,27.19533,59.03533,-30.159999999999997,-31.840000000000003
1245,2016-08-18,Illinois,56.22,29.58,55.86147,31.69384,26.64,24.167629999999996
1246,2016-08-18,Indiana,34.06,55.4,32.65809,55.83725,-21.339999999999996,-23.179159999999996
1247,2016-08-18,Iowa,41.18,44.18,40.86192,45.56455,-3.0,-4.702629999999999
1248,2016-08-18,Kansas,37.02,52.45,35.86197,52.96109,-15.43,-17.09912
1249,2016-08-18,Kentucky,41.76,46.34,41.72949,47.89664,-4.580000000000005,-6.1671499999999995
1250,2016-08-18,Louisiana,36.85,56.69,36.93556,58.24335,-19.839999999999996,-21.307789999999997
1251,2016-08-18,Maine,42.22,41.65,41.64515,42.89721,0.5700000000000003,-1.2520600000000002
1252,2016-08-18,Maryland,52.18,32.11,52.10833,33.606,20.07,18.50233
1253,2016-08-18,Massachusetts,46.28,32.51,46.21077,34.64537,13.770000000000003,11.565399999999997
1254,2016-08-18,Michigan,43.25,43.78,42.56849,45.01354,-0.5300000000000011,-2.445050000000002
1255,2016-08-18,Minnesota,43.51,34.62,42.70504,35.78469,8.89,6.920349999999999
1256,2016-08-18,Mississippi,30.33,58.52,30.60265,60.1942,-28.190000000000005,-29.59155
1257,2016-08-18,Missouri,39.68,46.1,38.99946,47.27619,-6.420000000000002,-8.27673
1258,2016-08-18,Montana,39.93,46.87,37.73026,47.50797,-6.939999999999998,-9.777709999999999
1259,2016-08-18,Nebraska,37.84,44.65,37.35337,45.81676,-6.809999999999995,-8.463390000000004
1260,2016-08-18,Nevada,42.89,34.94,42.40077,36.07359,7.950000000000003,6.3271799999999985
1261,2016-08-18,New Hampshire,43.58,44.52,42.9896,45.80838,-0.9400000000000048,-2.8187799999999967
1262,2016-08-18,New Jersey,48.08,33.54,48.57592,35.97986,14.54,12.596060000000001
1263,2016-08-18,New Mexico,43.98,41.45,40.34967,40.60044,2.529999999999994,-0.2507699999999957
1264,2016-08-18,New York,51.99,29.64,51.9376,32.09962,22.35,19.83798
1265,2016-08-18,North Carolina,46.29749930619791,44.69225977994024,47.013617409045196,46.15790782302712,1.6052395262576722,0.8557095860180773
1266,2016-08-18,Ohio,44.366744767379814,38.82841732357569,44.46325680380533,41.36034089428237,5.538327443804121,3.1029159095229595
1267,2016-08-18,Oklahoma,36.51,48.41,35.21232,48.67179,-11.899999999999999,-13.459470000000003
1268,2016-08-18,Oregon,44.3,39.17,43.92506,40.51625,5.1299999999999955,3.4088100000000026
1269,2016-08-18,Pennsylvania,45.79,45.28,45.28409,47.19728,0.509999999999998,-1.9131900000000002
1270,2016-08-18,South Carolina,45.14,48.14,45.06998,49.53608,-3.0,-4.466099999999997
1271,2016-08-18,Tennessee,32.71,45.65,32.68139,47.4796,-12.939999999999998,-14.798209999999997
1272,2016-08-18,Texas,32.35,45.87,31.75843,47.72116,-13.519999999999996,-15.962729999999997
1273,2016-08-18,U.S.,43.332633585152195,35.77684478020293,45.976923573620404,39.243882278211466,7.555788804949267,6.733041295408931
1274,2016-08-18,Utah,34.14,34.92,33.69765,36.14996,-0.7800000000000011,-2.452309999999997
1275,2016-08-18,Virginia,47.58,36.67,47.31274,38.25294,10.909999999999997,9.059799999999996
1276,2016-08-18,Washington,49.27,32.57,49.01266,34.34163,16.700000000000003,14.671029999999995
1277,2016-08-18,West Virginia,37.84,54.98,37.68105,56.4807,-17.139999999999993,-18.79965
1278,2016-08-18,Wisconsin,36.15,39.27,36.00692,41.0862,-3.1200000000000045,-5.079279999999997
1279,2016-08-19,Alabama,42.33,50.6,42.26684,51.42348,-8.270000000000003,-9.156639999999996
1280,2016-08-19,Arizona,39.35810017671946,44.82320589415487,40.25704672998947,46.28573802376887,-5.465105717435405,-6.028691293779403
1281,2016-08-19,Arkansas,41.42,49.8,41.34723,50.73124,-8.379999999999995,-9.384009999999996
1282,2016-08-19,California,60.74,25.03,60.91536,26.59822,35.71,34.317139999999995
1283,2016-08-19,Colorado,44.57,38.55,43.58616,39.26922,6.020000000000003,4.316940000000002
1284,2016-08-19,Connecticut,45.75,40.14,45.77793,41.2932,5.609999999999999,4.484729999999999
1285,2016-08-19,Delaware,45.64,23.53,45.50697,24.41893,22.11,21.088040000000003
1286,2016-08-19,Florida,49.05,41.88,49.64227,43.83369,7.169999999999995,5.808580000000006
1287,2016-08-19,Georgia,41.1,47.01,40.78763,47.71661,-5.909999999999997,-6.928980000000003
1288,2016-08-19,Idaho,30.1,55.85,29.57492,56.40803,-25.75,-26.833109999999998
1289,2016-08-19,Illinois,52.63,26.24,52.74742,27.71488,26.390000000000004,25.032539999999997
1290,2016-08-19,Indiana,32.08,55.66,30.94805,55.6368,-23.58,-24.688750000000002
1291,2016-08-19,Iowa,41.39,43.91,41.27251,44.89386,-2.519999999999996,-3.6213499999999996
1292,2016-08-19,Kansas,38.27,51.62,37.31106,51.73542,-13.349999999999994,-14.42436
1293,2016-08-19,Kentucky,37.01,53.27,37.17494,54.44326,-16.260000000000005,-17.268320000000003
1294,2016-08-19,Louisiana,33.24,59.91,33.5157,61.09785,-26.669999999999995,-27.58215
1295,2016-08-19,Maine,52.06,32.89,51.69105,33.71862,19.17,17.972429999999996
1296,2016-08-19,Maryland,52.18,32.11,52.10833,33.606,20.07,18.50233
1297,2016-08-19,Massachusetts,47.92,31.85,48.13354,33.47207,16.07,14.661470000000001
1298,2016-08-19,Michigan,41.5,42.49,41.09111,43.25212,-0.990000000000002,-2.1610099999999974
1299,2016-08-19,Minnesota,41.97,32.95,41.43958,33.63537,9.019999999999996,7.804209999999998
1300,2016-08-19,Mississippi,35.29,58.25,35.74984,59.56863,-22.96,-23.81879
1301,2016-08-19,Missouri,39.51243592634104,47.13603241636707,39.99137290965883,49.285589845166335,-7.623596490026043,-9.294216935507507
1302,2016-08-19,Montana,29.77,60.2,28.20701,59.74952,-30.430000000000003,-31.542509999999996
1303,2016-08-19,Nebraska,27.75,55.65,27.46177,56.42345,-27.9,-28.96168
1304,2016-08-19,Nevada,43.35,40.55,43.05781,41.29486,2.8000000000000043,1.7629500000000036
1305,2016-08-19,New Hampshire,49.02,35.71,48.63802,36.5713,13.310000000000002,12.066719999999997
1306,2016-08-19,New Jersey,47.4,36.24,48.16955,38.20426,11.159999999999997,9.965290000000003
1307,2016-08-19,New Mexico,38.01,47.6,35.00949,45.67636,-9.590000000000003,-10.666870000000003
1308,2016-08-19,New York,53.3,31.38,53.72556,33.1961,21.919999999999998,20.52946
1309,2016-08-19,North Carolina,46.626670010867656,44.51448879777675,47.455571366174105,45.79184588770685,2.1121812130909134,1.6637254784672642
1310,2016-08-19,Ohio,45.106649344612904,39.83967863028202,45.622967164494746,42.22355016266743,5.266970714330875,3.3994170018273198
1311,2016-08-19,Oklahoma,33.33,52.43,32.22654,52.31255,-19.1,-20.08601
1312,2016-08-19,Oregon,46.76,35.01,46.58647,35.95278,11.75,10.633690000000001
1313,2016-08-19,Pennsylvania,49.83,43.29,49.79755,44.574,6.539999999999999,5.223550000000003
1314,2016-08-19,South Carolina,44.55,48.91,44.67005,49.94085,-4.359999999999999,-5.270799999999994
1315,2016-08-19,Tennessee,31.48,49.44,31.72202,50.80639,-17.959999999999997,-19.08437
1316,2016-08-19,Texas,32.13,45.36,32.01288,46.57562,-13.229999999999997,-14.562739999999998
1317,2016-08-19,U.S.,42.86031520935317,36.371978963638284,45.53375721002502,39.801942572651406,6.488336245714889,5.7318146373736285
1318,2016-08-19,Utah,25.402863296837523,41.20493513829028,26.44249319422658,43.52882935087942,-15.802071841452756,-17.086336156652845
1319,2016-08-19,Virginia,50.06,36.87,50.06309,37.99089,13.190000000000005,12.072200000000002
1320,2016-08-19,Washington,45.38,35.41,45.39928,36.69373,9.970000000000006,8.705549999999995
1321,2016-08-19,West Virginia,39.41,54.04,39.44972,55.14646,-14.630000000000003,-15.696739999999998
1322,2016-08-19,Wisconsin,37.55,38.16,37.6811,39.49838,-0.6099999999999994,-1.8172799999999967
1323,2016-08-20,Alabama,42.33,50.6,42.26684,51.42348,-8.270000000000003,-9.156639999999996
1324,2016-08-20,Arizona,39.35810017671946,44.82320589415487,40.25704672998947,46.28573802376887,-5.465105717435405,-6.028691293779403
1325,2016-08-20,Arkansas,41.42,49.8,41.34723,50.73124,-8.379999999999995,-9.384009999999996
1326,2016-08-20,California,60.74,25.03,60.91536,26.59822,35.71,34.317139999999995
1327,2016-08-20,Colorado,44.57,38.55,43.58616,39.26922,6.020000000000003,4.316940000000002
1328,2016-08-20,Connecticut,45.75,40.14,45.77793,41.2932,5.609999999999999,4.484729999999999
1329,2016-08-20,Delaware,45.64,23.53,45.50697,24.41893,22.11,21.088040000000003
1330,2016-08-20,Florida,49.05,41.88,49.64227,43.83369,7.169999999999995,5.808580000000006
1331,2016-08-20,Georgia,41.1,47.01,40.78763,47.71661,-5.909999999999997,-6.928980000000003
1332,2016-08-20,Idaho,30.1,55.85,29.57492,56.40803,-25.75,-26.833109999999998
1333,2016-08-20,Illinois,52.63,26.24,52.74742,27.71488,26.390000000000004,25.032539999999997
1334,2016-08-20,Indiana,32.08,55.66,30.94805,55.6368,-23.58,-24.688750000000002
1335,2016-08-20,Iowa,41.39,43.91,41.27251,44.89386,-2.519999999999996,-3.6213499999999996
1336,2016-08-20,Kansas,38.27,51.62,37.31106,51.73542,-13.349999999999994,-14.42436
1337,2016-08-20,Kentucky,37.01,53.27,37.17494,54.44326,-16.260000000000005,-17.268320000000003
1338,2016-08-20,Louisiana,33.24,59.91,33.5157,61.09785,-26.669999999999995,-27.58215
1339,2016-08-20,Maine,52.06,32.89,51.69105,33.71862,19.17,17.972429999999996
1340,2016-08-20,Maryland,52.18,32.11,52.10833,33.606,20.07,18.50233
1341,2016-08-20,Massachusetts,47.92,31.85,48.13354,33.47207,16.07,14.661470000000001
1342,2016-08-20,Michigan,41.5,42.49,41.09111,43.25212,-0.990000000000002,-2.1610099999999974
1343,2016-08-20,Minnesota,41.97,32.95,41.43958,33.63537,9.019999999999996,7.804209999999998
1344,2016-08-20,Mississippi,35.29,58.25,35.74984,59.56863,-22.96,-23.81879
1345,2016-08-20,Missouri,39.51243592634104,47.13603241636707,39.99137290965883,49.285589845166335,-7.623596490026043,-9.294216935507507
1346,2016-08-20,Montana,29.77,60.2,28.20701,59.74952,-30.430000000000003,-31.542509999999996
1347,2016-08-20,Nebraska,27.75,55.65,27.46177,56.42345,-27.9,-28.96168
1348,2016-08-20,Nevada,43.35,40.55,43.05781,41.29486,2.8000000000000043,1.7629500000000036
1349,2016-08-20,New Hampshire,45.32022207145134,33.42990429984793,46.86020295560621,37.37943106172532,11.890317771603423,9.480771893880888
1350,2016-08-20,New Jersey,47.4,36.24,48.16955,38.20426,11.159999999999997,9.965290000000003
1351,2016-08-20,New Mexico,38.01,47.6,35.00949,45.67636,-9.590000000000003,-10.666870000000003
1352,2016-08-20,New York,53.3,31.38,53.72556,33.1961,21.919999999999998,20.52946
1353,2016-08-20,North Carolina,45.858374701722795,43.779006251344875,46.789787379200035,45.59721317669236,2.0793684503779226,1.1925742025076815
1354,2016-08-20,Ohio,45.106649344612904,39.83967863028202,45.622967164494746,42.22355016266743,5.266970714330875,3.3994170018273198
1355,2016-08-20,Oklahoma,33.33,52.43,32.22654,52.31255,-19.1,-20.08601
1356,2016-08-20,Oregon,46.76,35.01,46.58647,35.95278,11.75,10.633690000000001
1357,2016-08-20,Pennsylvania,49.83,43.29,49.79755,44.574,6.539999999999999,5.223550000000003
1358,2016-08-20,South Carolina,44.55,48.91,44.67005,49.94085,-4.359999999999999,-5.270799999999994
1359,2016-08-20,Tennessee,31.48,49.44,31.72202,50.80639,-17.959999999999997,-19.08437
1360,2016-08-20,Texas,32.13,45.36,32.01288,46.57562,-13.229999999999997,-14.562739999999998
1361,2016-08-20,U.S.,42.10458812449064,37.112696360731,44.79693042443243,40.51053618809061,4.991891763759636,4.28639423634182
1362,2016-08-20,Utah,25.402863296837523,41.20493513829028,26.44249319422658,43.52882935087942,-15.802071841452756,-17.086336156652845
1363,2016-08-20,Virginia,50.06,36.87,50.06309,37.99089,13.190000000000005,12.072200000000002
1364,2016-08-20,Washington,45.38,35.41,45.39928,36.69373,9.970000000000006,8.705549999999995
1365,2016-08-20,West Virginia,39.41,54.04,39.44972,55.14646,-14.630000000000003,-15.696739999999998
1366,2016-08-20,Wisconsin,37.55,38.16,37.6811,39.49838,-0.6099999999999994,-1.8172799999999967
1367,2016-08-21,Alabama,42.33,50.6,42.26684,51.42348,-8.270000000000003,-9.156639999999996
1368,2016-08-21,Arizona,39.35810017671946,44.82320589415487,40.25704672998947,46.28573802376887,-5.465105717435405,-6.028691293779403
1369,2016-08-21,Arkansas,41.42,49.8,41.34723,50.73124,-8.379999999999995,-9.384009999999996
1370,2016-08-21,California,60.74,25.03,60.91536,26.59822,35.71,34.317139999999995
1371,2016-08-21,Colorado,44.57,38.55,43.58616,39.26922,6.020000000000003,4.316940000000002
1372,2016-08-21,Connecticut,45.75,40.14,45.77793,41.2932,5.609999999999999,4.484729999999999
1373,2016-08-21,Delaware,45.64,23.53,45.50697,24.41893,22.11,21.088040000000003
1374,2016-08-21,Florida,49.05,41.88,49.64227,43.83369,7.169999999999995,5.808580000000006
1375,2016-08-21,Georgia,41.1,47.01,40.78763,47.71661,-5.909999999999997,-6.928980000000003
1376,2016-08-21,Idaho,30.1,55.85,29.57492,56.40803,-25.75,-26.833109999999998
1377,2016-08-21,Illinois,52.63,26.24,52.74742,27.71488,26.390000000000004,25.032539999999997
1378,2016-08-21,Indiana,32.08,55.66,30.94805,55.6368,-23.58,-24.688750000000002
1379,2016-08-21,Iowa,41.39,43.91,41.27251,44.89386,-2.519999999999996,-3.6213499999999996
1380,2016-08-21,Kansas,38.27,51.62,37.31106,51.73542,-13.349999999999994,-14.42436
1381,2016-08-21,Kentucky,37.01,53.27,37.17494,54.44326,-16.260000000000005,-17.268320000000003
1382,2016-08-21,Louisiana,33.24,59.91,33.5157,61.09785,-26.669999999999995,-27.58215
1383,2016-08-21,Maine,52.06,32.89,51.69105,33.71862,19.17,17.972429999999996
1384,2016-08-21,Maryland,52.18,32.11,52.10833,33.606,20.07,18.50233
1385,2016-08-21,Massachusetts,47.92,31.85,48.13354,33.47207,16.07,14.661470000000001
1386,2016-08-21,Michigan,41.5,42.49,41.09111,43.25212,-0.990000000000002,-2.1610099999999974
1387,2016-08-21,Minnesota,41.97,32.95,41.43958,33.63537,9.019999999999996,7.804209999999998
1388,2016-08-21,Mississippi,35.29,58.25,35.74984,59.56863,-22.96,-23.81879
1389,2016-08-21,Missouri,39.51243592634104,47.13603241636707,39.99137290965883,49.285589845166335,-7.623596490026043,-9.294216935507507
1390,2016-08-21,Montana,29.77,60.2,28.20701,59.74952,-30.430000000000003,-31.542509999999996
1391,2016-08-21,Nebraska,27.75,55.65,27.46177,56.42345,-27.9,-28.96168
1392,2016-08-21,Nevada,43.35,40.55,43.05781,41.29486,2.8000000000000043,1.7629500000000036
1393,2016-08-21,New Hampshire,45.32022207145134,33.42990429984793,46.86020295560621,37.37943106172532,11.890317771603423,9.480771893880888
1394,2016-08-21,New Jersey,47.4,36.24,48.16955,38.20426,11.159999999999997,9.965290000000003
1395,2016-08-21,New Mexico,38.01,47.6,35.00949,45.67636,-9.590000000000003,-10.666870000000003
1396,2016-08-21,New York,53.3,31.38,53.72556,33.1961,21.919999999999998,20.52946
1397,2016-08-21,North Carolina,45.858374701722795,43.779006251344875,46.789787379200035,45.59721317669236,2.0793684503779226,1.1925742025076815
1398,2016-08-21,Ohio,45.106649344612904,39.83967863028202,45.622967164494746,42.22355016266743,5.266970714330875,3.3994170018273198
1399,2016-08-21,Oklahoma,33.33,52.43,32.22654,52.31255,-19.1,-20.08601
1400,2016-08-21,Oregon,46.76,35.01,46.58647,35.95278,11.75,10.633690000000001
1401,2016-08-21,Pennsylvania,49.83,43.29,49.79755,44.574,6.539999999999999,5.223550000000003
1402,2016-08-21,South Carolina,44.55,48.91,44.67005,49.94085,-4.359999999999999,-5.270799999999994
1403,2016-08-21,Tennessee,31.48,49.44,31.72202,50.80639,-17.959999999999997,-19.08437
1404,2016-08-21,Texas,32.13,45.36,32.01288,46.57562,-13.229999999999997,-14.562739999999998
1405,2016-08-21,U.S.,42.335625756195185,37.25210547542321,45.045293273224566,40.625385834280344,5.083520280771975,4.419907438944224
1406,2016-08-21,Utah,25.402863296837523,41.20493513829028,26.44249319422658,43.52882935087942,-15.802071841452756,-17.086336156652845
1407,2016-08-21,Virginia,50.06,36.87,50.06309,37.99089,13.190000000000005,12.072200000000002
1408,2016-08-21,Washington,45.38,35.41,45.39928,36.69373,9.970000000000006,8.705549999999995
1409,2016-08-21,West Virginia,39.41,54.04,39.44972,55.14646,-14.630000000000003,-15.696739999999998
1410,2016-08-21,Wisconsin,37.55,38.16,37.6811,39.49838,-0.6099999999999994,-1.8172799999999967
1411,2016-08-22,Alabama,42.33,50.6,42.26684,51.42348,-8.270000000000003,-9.156639999999996
1412,2016-08-22,Arizona,39.35810017671946,44.82320589415487,40.25704672998947,46.28573802376887,-5.465105717435405,-6.028691293779403
1413,2016-08-22,Arkansas,41.42,49.8,41.34723,50.73124,-8.379999999999995,-9.384009999999996
1414,2016-08-22,California,60.74,25.03,60.91536,26.59822,35.71,34.317139999999995
1415,2016-08-22,Colorado,44.57,38.55,43.58616,39.26922,6.020000000000003,4.316940000000002
1416,2016-08-22,Connecticut,45.75,40.14,45.77793,41.2932,5.609999999999999,4.484729999999999
1417,2016-08-22,Delaware,45.64,23.53,45.50697,24.41893,22.11,21.088040000000003
1418,2016-08-22,Florida,46.56510500262451,41.939047009838625,47.47546616520934,44.7467831189762,4.626057992785887,2.728683046233151
1419,2016-08-22,Georgia,41.1,47.01,40.78763,47.71661,-5.909999999999997,-6.928980000000003
1420,2016-08-22,Idaho,30.1,55.85,29.57492,56.40803,-25.75,-26.833109999999998
1421,2016-08-22,Illinois,52.63,26.24,52.74742,27.71488,26.390000000000004,25.032539999999997
1422,2016-08-22,Indiana,32.08,55.66,30.94805,55.6368,-23.58,-24.688750000000002
1423,2016-08-22,Iowa,41.39,43.91,41.27251,44.89386,-2.519999999999996,-3.6213499999999996
1424,2016-08-22,Kansas,38.27,51.62,37.31106,51.73542,-13.349999999999994,-14.42436
1425,2016-08-22,Kentucky,37.01,53.27,37.17494,54.44326,-16.260000000000005,-17.268320000000003
1426,2016-08-22,Louisiana,33.24,59.91,33.5157,61.09785,-26.669999999999995,-27.58215
1427,2016-08-22,Maine,52.06,32.89,51.69105,33.71862,19.17,17.972429999999996
1428,2016-08-22,Maryland,52.18,32.11,52.10833,33.606,20.07,18.50233
1429,2016-08-22,Massachusetts,47.92,31.85,48.13354,33.47207,16.07,14.661470000000001
1430,2016-08-22,Michigan,42.55316904295152,39.83701702989832,43.64484934062089,42.24325426812198,2.7161520130531986,1.40159507249891
1431,2016-08-22,Minnesota,41.97,32.95,41.43958,33.63537,9.019999999999996,7.804209999999998
1432,2016-08-22,Mississippi,35.29,58.25,35.74984,59.56863,-22.96,-23.81879
1433,2016-08-22,Missouri,39.51243592634104,47.13603241636707,39.99137290965883,49.285589845166335,-7.623596490026043,-9.294216935507507
1434,2016-08-22,Montana,29.77,60.2,28.20701,59.74952,-30.430000000000003,-31.542509999999996
1435,2016-08-22,Nebraska,27.75,55.65,27.46177,56.42345,-27.9,-28.96168
1436,2016-08-22,Nevada,43.35,40.55,43.05781,41.29486,2.8000000000000043,1.7629500000000036
1437,2016-08-22,New Hampshire,45.32022207145134,33.42990429984793,46.86020295560621,37.37943106172532,11.890317771603423,9.480771893880888
1438,2016-08-22,New Jersey,47.4,36.24,48.16955,38.20426,11.159999999999997,9.965290000000003
1439,2016-08-22,New Mexico,38.01,47.6,35.00949,45.67636,-9.590000000000003,-10.666870000000003
1440,2016-08-22,New York,53.3,31.38,53.72556,33.1961,21.919999999999998,20.52946
1441,2016-08-22,North Carolina,45.858374701722795,43.779006251344875,46.789787379200035,45.59721317669236,2.0793684503779226,1.1925742025076815
1442,2016-08-22,Ohio,47.24,40.69,47.02561,41.84721,6.550000000000004,5.1784000000000034
1443,2016-08-22,Oklahoma,33.33,52.43,32.22654,52.31255,-19.1,-20.08601
1444,2016-08-22,Oregon,46.76,35.01,46.58647,35.95278,11.75,10.633690000000001
1445,2016-08-22,Pennsylvania,49.83,43.29,49.79755,44.574,6.539999999999999,5.223550000000003
1446,2016-08-22,South Carolina,44.55,48.91,44.67005,49.94085,-4.359999999999999,-5.270799999999994
1447,2016-08-22,Tennessee,31.48,49.44,31.72202,50.80639,-17.959999999999997,-19.08437
1448,2016-08-22,Texas,32.13,45.36,32.01288,46.57562,-13.229999999999997,-14.562739999999998
1449,2016-08-22,U.S.,41.93951667819736,37.70852539792356,44.650366112550095,41.07502312143948,4.230991280273795,3.575342991110613
1450,2016-08-22,Utah,28.6,46.23,28.35689,47.06382,-17.629999999999995,-18.70693
1451,2016-08-22,Virginia,50.06,36.87,50.06309,37.99089,13.190000000000005,12.072200000000002
1452,2016-08-22,Washington,45.38,35.41,45.39928,36.69373,9.970000000000006,8.705549999999995
1453,2016-08-22,West Virginia,39.41,54.04,39.44972,55.14646,-14.630000000000003,-15.696739999999998
1454,2016-08-22,Wisconsin,37.55,38.16,37.6811,39.49838,-0.6099999999999994,-1.8172799999999967
1455,2016-08-23,Alabama,42.33,50.6,42.26684,51.42348,-8.270000000000003,-9.156639999999996
1456,2016-08-23,Arizona,39.35810017671946,44.82320589415487,40.25704672998947,46.28573802376887,-5.465105717435405,-6.028691293779403
1457,2016-08-23,Arkansas,41.42,49.8,41.34723,50.73124,-8.379999999999995,-9.384009999999996
1458,2016-08-23,California,60.74,25.03,60.91536,26.59822,35.71,34.317139999999995
1459,2016-08-23,Colorado,44.57,38.55,43.58616,39.26922,6.020000000000003,4.316940000000002
1460,2016-08-23,Connecticut,45.75,40.14,45.77793,41.2932,5.609999999999999,4.484729999999999
1461,2016-08-23,Delaware,45.64,23.53,45.50697,24.41893,22.11,21.088040000000003
1462,2016-08-23,Florida,46.56510500262451,41.939047009838625,47.47546616520934,44.7467831189762,4.626057992785887,2.728683046233151
1463,2016-08-23,Georgia,41.1,47.01,40.78763,47.71661,-5.909999999999997,-6.928980000000003
1464,2016-08-23,Idaho,30.1,55.85,29.57492,56.40803,-25.75,-26.833109999999998
1465,2016-08-23,Illinois,52.63,26.24,52.74742,27.71488,26.390000000000004,25.032539999999997
1466,2016-08-23,Indiana,32.08,55.66,30.94805,55.6368,-23.58,-24.688750000000002
1467,2016-08-23,Iowa,41.39,43.91,41.27251,44.89386,-2.519999999999996,-3.6213499999999996
1468,2016-08-23,Kansas,38.27,51.62,37.31106,51.73542,-13.349999999999994,-14.42436
1469,2016-08-23,Kentucky,37.01,53.27,37.17494,54.44326,-16.260000000000005,-17.268320000000003
1470,2016-08-23,Louisiana,33.24,59.91,33.5157,61.09785,-26.669999999999995,-27.58215
1471,2016-08-23,Maine,52.06,32.89,51.69105,33.71862,19.17,17.972429999999996
1472,2016-08-23,Maryland,52.18,32.11,52.10833,33.606,20.07,18.50233
1473,2016-08-23,Massachusetts,47.92,31.85,48.13354,33.47207,16.07,14.661470000000001
1474,2016-08-23,Michigan,42.55316904295152,39.83701702989832,43.64484934062089,42.24325426812198,2.7161520130531986,1.40159507249891
1475,2016-08-23,Minnesota,41.97,32.95,41.43958,33.63537,9.019999999999996,7.804209999999998
1476,2016-08-23,Mississippi,35.29,58.25,35.74984,59.56863,-22.96,-23.81879
1477,2016-08-23,Missouri,35.46,50.78,35.05004,51.4932,-15.32,-16.44316
1478,2016-08-23,Montana,29.77,60.2,28.20701,59.74952,-30.430000000000003,-31.542509999999996
1479,2016-08-23,Nebraska,27.75,55.65,27.46177,56.42345,-27.9,-28.96168
1480,2016-08-23,Nevada,43.35,40.55,43.05781,41.29486,2.8000000000000043,1.7629500000000036
1481,2016-08-23,New Hampshire,45.32022207145134,33.42990429984793,46.86020295560621,37.37943106172532,11.890317771603423,9.480771893880888
1482,2016-08-23,New Jersey,47.4,36.24,48.16955,38.20426,11.159999999999997,9.965290000000003
1483,2016-08-23,New Mexico,38.01,47.6,35.00949,45.67636,-9.590000000000003,-10.666870000000003
1484,2016-08-23,New York,53.3,31.38,53.72556,33.1961,21.919999999999998,20.52946
1485,2016-08-23,North Carolina,45.858374701722795,43.779006251344875,46.789787379200035,45.59721317669236,2.0793684503779226,1.1925742025076815
1486,2016-08-23,Ohio,47.24,40.69,47.02561,41.84721,6.550000000000004,5.1784000000000034
1487,2016-08-23,Oklahoma,33.33,52.43,32.22654,52.31255,-19.1,-20.08601
1488,2016-08-23,Oregon,46.76,35.01,46.58647,35.95278,11.75,10.633690000000001
1489,2016-08-23,Pennsylvania,49.83,43.29,49.79755,44.574,6.539999999999999,5.223550000000003
1490,2016-08-23,South Carolina,44.55,48.91,44.67005,49.94085,-4.359999999999999,-5.270799999999994
1491,2016-08-23,Tennessee,31.48,49.44,31.72202,50.80639,-17.959999999999997,-19.08437
1492,2016-08-23,Texas,32.13,45.36,32.01288,46.57562,-13.229999999999997,-14.562739999999998
1493,2016-08-23,U.S.,41.83510397775621,38.43821637231068,44.54756064589806,41.787815585396004,3.3968876054455275,2.759745060502055
1494,2016-08-23,Utah,28.6,46.23,28.35689,47.06382,-17.629999999999995,-18.70693
1495,2016-08-23,Virginia,50.06,36.87,50.06309,37.99089,13.190000000000005,12.072200000000002
1496,2016-08-23,Washington,45.38,35.41,45.39928,36.69373,9.970000000000006,8.705549999999995
1497,2016-08-23,West Virginia,39.41,54.04,39.44972,55.14646,-14.630000000000003,-15.696739999999998
1498,2016-08-23,Wisconsin,37.55,38.16,37.6811,39.49838,-0.6099999999999994,-1.8172799999999967
1499,2016-08-24,Alabama,42.33,50.6,42.26684,51.42348,-8.270000000000003,-9.156639999999996
1500,2016-08-24,Arizona,41.38,44.56,41.16546,45.53203,-3.1799999999999997,-4.366569999999996
1501,2016-08-24,Arkansas,41.42,49.8,41.34723,50.73124,-8.379999999999995,-9.384009999999996
1502,2016-08-24,California,60.74,25.03,60.91536,26.59822,35.71,34.317139999999995
1503,2016-08-24,Colorado,44.57,38.55,43.58616,39.26922,6.020000000000003,4.316940000000002
1504,2016-08-24,Connecticut,45.75,40.14,45.77793,41.2932,5.609999999999999,4.484729999999999
1505,2016-08-24,Delaware,45.64,23.53,45.50697,24.41893,22.11,21.088040000000003
