state,startdate,enddate,pollster,grade,samplesize,population,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,samplesizeadj,day,c_minus_t_raw,c_minus_t_adj
Indiana,2016-09-07,2016-09-13,Google Consumer Surveys,B,667.0,lv,30.92,31.52,38.53627,40.17146,667.0,2016-09-09,-0.5999999999999979,-1.6351900000000015
Indiana,2016-09-07,2016-09-13,Google Consumer Surveys,B,667.0,lv,30.92,31.52,38.53627,40.17146,667.0,2016-09-10,-0.5999999999999979,-1.6351900000000015
Indiana,2016-09-07,2016-09-13,Google Consumer Surveys,B,667.0,lv,30.92,31.52,38.53627,40.17146,667.0,2016-09-11,-0.5999999999999979,-1.6351900000000015
Indiana,2016-09-07,2016-09-13,Google Consumer Surveys,B,667.0,lv,30.92,31.52,38.53627,40.17146,667.0,2016-09-12,-0.5999999999999979,-1.6351900000000015
Indiana,2016-09-07,2016-09-13,Google Consumer Surveys,B,667.0,lv,30.92,31.52,38.53627,40.17146,667.0,2016-09-13,-0.5999999999999979,-1.6351900000000015
Indiana,2016-09-14,2016-09-20,Google Consumer Surveys,B,607.0,lv,31.89,32.25,39.36132,40.66711,607.0,2016-09-14,-0.35999999999999943,-1.3057900000000018
Indiana,2016-09-14,2016-09-20,Google Consumer Surveys,B,607.0,lv,31.89,32.25,39.36132,40.66711,607.0,2016-09-15,-0.35999999999999943,-1.3057900000000018
Indiana,2016-09-14,2016-09-20,Google Consumer Surveys,B,607.0,lv,31.89,32.25,39.36132,40.66711,607.0,2016-09-16,-0.35999999999999943,-1.3057900000000018
Indiana,2016-09-14,2016-09-20,Google Consumer Surveys,B,607.0,lv,31.89,32.25,39.36132,40.66711,607.0,2016-09-17,-0.35999999999999943,-1.3057900000000018
Indiana,2016-09-14,2016-09-20,Google Consumer Surveys,B,607.0,lv,31.89,32.25,39.36132,40.66711,607.0,2016-09-18,-0.35999999999999943,-1.3057900000000018
Indiana,2016-09-14,2016-09-20,Google Consumer Surveys,B,607.0,lv,31.89,32.25,39.36132,40.66711,607.0,2016-09-19,-0.35999999999999943,-1.3057900000000018
Indiana,2016-09-14,2016-09-20,Google Consumer Surveys,B,607.0,lv,31.89,32.25,39.36132,40.66711,607.0,2016-09-20,-0.35999999999999943,-1.3057900000000018
Indiana,2016-09-21,2016-09-26,Google Consumer Surveys,B,568.0,lv,36.14,33.29,43.33352,41.6282,568.0,2016-09-21,2.8500000000000014,1.7053200000000004
Indiana,2016-09-21,2016-09-26,Google Consumer Surveys,B,568.0,lv,36.14,33.29,43.33352,41.6282,568.0,2016-09-22,2.8500000000000014,1.7053200000000004
Indiana,2016-09-21,2016-09-26,Google Consumer Surveys,B,568.0,lv,36.14,33.29,43.33352,41.6282,568.0,2016-09-23,2.8500000000000014,1.7053200000000004
Indiana,2016-09-21,2016-09-26,Google Consumer Surveys,B,568.0,lv,36.14,33.29,43.33352,41.6282,568.0,2016-09-24,2.8500000000000014,1.7053200000000004
Indiana,2016-09-21,2016-09-26,Google Consumer Surveys,B,568.0,lv,36.14,33.29,43.33352,41.6282,568.0,2016-09-25,2.8500000000000014,1.7053200000000004
Indiana,2016-09-21,2016-09-26,Google Consumer Surveys,B,568.0,lv,36.14,33.29,43.33352,41.6282,568.0,2016-09-26,2.8500000000000014,1.7053200000000004
Indiana,2016-09-27,2016-10-03,Google Consumer Surveys,B,616.0,lv,35.1,32.52,41.73442,41.03777,616.0,2016-09-27,2.5799999999999983,0.6966499999999982
Indiana,2016-09-27,2016-10-03,Google Consumer Surveys,B,616.0,lv,35.1,32.52,41.73442,41.03777,616.0,2016-09-28,2.5799999999999983,0.6966499999999982
Indiana,2016-09-27,2016-10-03,Google Consumer Surveys,B,616.0,lv,35.1,32.52,41.73442,41.03777,616.0,2016-09-29,2.5799999999999983,0.6966499999999982
Indiana,2016-09-27,2016-10-03,Google Consumer Surveys,B,616.0,lv,35.1,32.52,41.73442,41.03777,616.0,2016-09-30,2.5799999999999983,0.6966499999999982
Indiana,2016-09-27,2016-10-03,Google Consumer Surveys,B,616.0,lv,35.1,32.52,41.73442,41.03777,616.0,2016-10-01,2.5799999999999983,0.6966499999999982
Indiana,2016-09-27,2016-10-03,Google Consumer Surveys,B,616.0,lv,35.1,32.52,41.73442,41.03777,616.0,2016-10-02,2.5799999999999983,0.6966499999999982
Indiana,2016-09-27,2016-10-03,Google Consumer Surveys,B,616.0,lv,35.1,32.52,41.73442,41.03777,616.0,2016-10-03,2.5799999999999983,0.6966499999999982
Indiana,2016-10-04,2016-10-09,Google Consumer Surveys,B,653.0,lv,36.04,35.07,41.99062,43.71514,653.0,2016-10-04,0.9699999999999989,-1.7245199999999983
Indiana,2016-10-04,2016-10-09,Google Consumer Surveys,B,653.0,lv,36.04,35.07,41.99062,43.71514,653.0,2016-10-05,0.9699999999999989,-1.7245199999999983
Indiana,2016-10-04,2016-10-09,Google Consumer Surveys,B,653.0,lv,36.04,35.07,41.99062,43.71514,653.0,2016-10-06,0.9699999999999989,-1.7245199999999983
Indiana,2016-10-04,2016-10-09,Google Consumer Surveys,B,653.0,lv,36.04,35.07,41.99062,43.71514,653.0,2016-10-07,0.9699999999999989,-1.7245199999999983
Indiana,2016-10-04,2016-10-09,Google Consumer Surveys,B,653.0,lv,36.04,35.07,41.99062,43.71514,653.0,2016-10-08,0.9699999999999989,-1.7245199999999983
Indiana,2016-10-04,2016-10-09,Google Consumer Surveys,B,653.0,lv,36.04,35.07,41.99062,43.71514,653.0,2016-10-09,0.9699999999999989,-1.7245199999999983
Indiana,2016-10-10,2016-10-14,Google Consumer Surveys,B,665.0,lv,38.24,32.72,43.83196,41.36505,665.0,2016-10-10,5.520000000000003,2.4669100000000057
Indiana,2016-10-10,2016-10-14,Google Consumer Surveys,B,665.0,lv,38.24,32.72,43.83196,41.36505,665.0,2016-10-11,5.520000000000003,2.4669100000000057
Indiana,2016-10-10,2016-10-14,Google Consumer Surveys,B,665.0,lv,38.24,32.72,43.83196,41.36505,665.0,2016-10-12,5.520000000000003,2.4669100000000057
Indiana,2016-10-10,2016-10-14,Google Consumer Surveys,B,665.0,lv,38.24,32.72,43.83196,41.36505,665.0,2016-10-13,5.520000000000003,2.4669100000000057
Indiana,2016-10-10,2016-10-14,Google Consumer Surveys,B,665.0,lv,38.24,32.72,43.83196,41.36505,665.0,2016-10-14,5.520000000000003,2.4669100000000057
Indiana,2016-10-15,2016-10-19,Google Consumer Surveys,B,717.0,lv,35.95,33.04,41.35576,41.36372,717.0,2016-10-15,2.9100000000000037,-0.007960000000004186
Indiana,2016-10-15,2016-10-19,Google Consumer Surveys,B,717.0,lv,35.95,33.04,41.35576,41.36372,717.0,2016-10-16,2.9100000000000037,-0.007960000000004186
Indiana,2016-10-15,2016-10-19,Google Consumer Surveys,B,717.0,lv,35.95,33.04,41.35576,41.36372,717.0,2016-10-17,2.9100000000000037,-0.007960000000004186
Indiana,2016-10-15,2016-10-19,Google Consumer Surveys,B,717.0,lv,35.95,33.04,41.35576,41.36372,717.0,2016-10-18,2.9100000000000037,-0.007960000000004186
Indiana,2016-10-15,2016-10-19,Google Consumer Surveys,B,717.0,lv,35.95,33.04,41.35576,41.36372,717.0,2016-10-19,2.9100000000000037,-0.007960000000004186
Indiana,2016-10-20,2016-10-24,Google Consumer Surveys,B,658.0,lv,34.08,33.95,39.39778,41.62221,658.0,2016-10-20,0.12999999999999545,-2.2244300000000052
Indiana,2016-10-20,2016-10-24,Google Consumer Surveys,B,658.0,lv,34.08,33.95,39.39778,41.62221,658.0,2016-10-21,0.12999999999999545,-2.2244300000000052
Indiana,2016-10-20,2016-10-24,Google Consumer Surveys,B,658.0,lv,34.08,33.95,39.39778,41.62221,658.0,2016-10-22,0.12999999999999545,-2.2244300000000052
Indiana,2016-10-20,2016-10-24,Google Consumer Surveys,B,658.0,lv,34.08,33.95,39.39778,41.62221,658.0,2016-10-23,0.12999999999999545,-2.2244300000000052
Indiana,2016-10-20,2016-10-24,Google Consumer Surveys,B,658.0,lv,34.08,33.95,39.39778,41.62221,658.0,2016-10-24,0.12999999999999545,-2.2244300000000052
Indiana,2016-10-25,2016-10-31,Google Consumer Surveys,B,764.0,lv,36.46,33.82,41.87252,40.35155,764.0,2016-10-25,2.6400000000000006,1.5209699999999984
Indiana,2016-10-25,2016-10-31,Google Consumer Surveys,B,764.0,lv,36.46,33.82,41.87252,40.35155,764.0,2016-10-26,2.6400000000000006,1.5209699999999984
Indiana,2016-10-25,2016-10-31,Google Consumer Surveys,B,764.0,lv,36.46,33.82,41.87252,40.35155,764.0,2016-10-27,2.6400000000000006,1.5209699999999984
Indiana,2016-10-25,2016-10-31,Google Consumer Surveys,B,764.0,lv,36.46,33.82,41.87252,40.35155,764.0,2016-10-28,2.6400000000000006,1.5209699999999984
Indiana,2016-10-25,2016-10-31,Google Consumer Surveys,B,764.0,lv,36.46,33.82,41.87252,40.35155,764.0,2016-10-29,2.6400000000000006,1.5209699999999984
Indiana,2016-10-25,2016-10-31,Google Consumer Surveys,B,764.0,lv,36.46,33.82,41.87252,40.35155,764.0,2016-10-30,2.6400000000000006,1.5209699999999984
Indiana,2016-10-25,2016-10-31,Google Consumer Surveys,B,764.0,lv,36.46,33.82,41.87252,40.35155,764.0,2016-10-31,2.6400000000000006,1.5209699999999984
Indiana,2016-11-01,2016-11-07,Google Consumer Surveys,B,774.0,lv,33.93,36.45,39.23854,41.97113,774.0,2016-11-01,-2.520000000000003,-2.732590000000002
Indiana,2016-11-01,2016-11-07,Google Consumer Surveys,B,774.0,lv,33.93,36.45,39.23854,41.97113,774.0,2016-11-02,-2.520000000000003,-2.732590000000002
Indiana,2016-11-01,2016-11-07,Google Consumer Surveys,B,774.0,lv,33.93,36.45,39.23854,41.97113,774.0,2016-11-03,-2.520000000000003,-2.732590000000002
Indiana,2016-11-01,2016-11-07,Google Consumer Surveys,B,774.0,lv,33.93,36.45,39.23854,41.97113,774.0,2016-11-04,-2.520000000000003,-2.732590000000002
Indiana,2016-11-01,2016-11-07,Google Consumer Surveys,B,774.0,lv,33.93,36.45,39.23854,41.97113,774.0,2016-11-05,-2.520000000000003,-2.732590000000002
Indiana,2016-11-01,2016-11-07,Google Consumer Surveys,B,774.0,lv,33.93,36.45,39.23854,41.97113,774.0,2016-11-06,-2.520000000000003,-2.732590000000002
Indiana,2016-11-01,2016-11-07,Google Consumer Surveys,B,774.0,lv,33.93,36.45,39.23854,41.97113,774.0,2016-11-07,-2.520000000000003,-2.732590000000002
Iowa,2016-08-10,2016-08-16,Google Consumer Surveys,B,323.0,lv,37.83,28.17,45.09573,38.6625,323.0,2016-08-10,9.659999999999997,6.433230000000002
Iowa,2016-08-10,2016-08-16,Google Consumer Surveys,B,323.0,lv,37.83,28.17,45.09573,38.6625,323.0,2016-08-11,9.659999999999997,6.433230000000002
Iowa,2016-08-10,2016-08-16,Google Consumer Surveys,B,323.0,lv,37.83,28.17,45.09573,38.6625,323.0,2016-08-12,9.659999999999997,6.433230000000002
Iowa,2016-08-10,2016-08-16,Google Consumer Surveys,B,323.0,lv,37.83,28.17,45.09573,38.6625,323.0,2016-08-13,9.659999999999997,6.433230000000002
Iowa,2016-08-10,2016-08-16,Google Consumer Surveys,B,323.0,lv,37.83,28.17,45.09573,38.6625,323.0,2016-08-14,9.659999999999997,6.433230000000002
Iowa,2016-08-10,2016-08-16,Google Consumer Surveys,B,323.0,lv,37.83,28.17,45.09573,38.6625,323.0,2016-08-15,9.659999999999997,6.433230000000002
Iowa,2016-08-10,2016-08-16,Google Consumer Surveys,B,323.0,lv,37.83,28.17,45.09573,38.6625,323.0,2016-08-16,9.659999999999997,6.433230000000002
Iowa,2016-08-17,2016-08-23,Google Consumer Surveys,B,308.0,lv,40.4,33.02,48.18221,42.93639,308.0,2016-08-17,7.3799999999999955,5.245819999999995
Iowa,2016-08-17,2016-08-23,Google Consumer Surveys,B,308.0,lv,40.4,33.02,48.18221,42.93639,308.0,2016-08-18,7.3799999999999955,5.245819999999995
Iowa,2016-08-17,2016-08-23,Google Consumer Surveys,B,308.0,lv,40.4,33.02,48.18221,42.93639,308.0,2016-08-19,7.3799999999999955,5.245819999999995
Iowa,2016-08-17,2016-08-23,Google Consumer Surveys,B,308.0,lv,40.4,33.02,48.18221,42.93639,308.0,2016-08-20,7.3799999999999955,5.245819999999995
Iowa,2016-08-17,2016-08-23,Google Consumer Surveys,B,308.0,lv,40.4,33.02,48.18221,42.93639,308.0,2016-08-21,7.3799999999999955,5.245819999999995
Iowa,2016-08-17,2016-08-23,Google Consumer Surveys,B,308.0,lv,40.4,33.02,48.18221,42.93639,308.0,2016-08-22,7.3799999999999955,5.245819999999995
Iowa,2016-08-17,2016-08-23,Google Consumer Surveys,B,308.0,lv,40.4,33.02,48.18221,42.93639,308.0,2016-08-23,7.3799999999999955,5.245819999999995
Iowa,2016-08-24,2016-08-30,Google Consumer Surveys,B,325.0,lv,33.58,32.81,41.56164,42.35257,325.0,2016-08-24,0.769999999999996,-0.790930000000003
Iowa,2016-08-24,2016-08-30,Google Consumer Surveys,B,325.0,lv,33.58,32.81,41.56164,42.35257,325.0,2016-08-25,0.769999999999996,-0.790930000000003
Iowa,2016-08-24,2016-08-30,Google Consumer Surveys,B,325.0,lv,33.58,32.81,41.56164,42.35257,325.0,2016-08-26,0.769999999999996,-0.790930000000003
Iowa,2016-08-24,2016-08-30,Google Consumer Surveys,B,325.0,lv,33.58,32.81,41.56164,42.35257,325.0,2016-08-27,0.769999999999996,-0.790930000000003
Iowa,2016-08-24,2016-08-30,Google Consumer Surveys,B,325.0,lv,33.58,32.81,41.56164,42.35257,325.0,2016-08-28,0.769999999999996,-0.790930000000003
Iowa,2016-08-24,2016-08-30,Google Consumer Surveys,B,325.0,lv,33.58,32.81,41.56164,42.35257,325.0,2016-08-29,0.769999999999996,-0.790930000000003
Iowa,2016-08-24,2016-08-30,Google Consumer Surveys,B,325.0,lv,33.58,32.81,41.56164,42.35257,325.0,2016-08-30,0.769999999999996,-0.790930000000003
Iowa,2016-08-31,2016-09-06,Google Consumer Surveys,B,402.0,lv,36.29,30.31,44.27168,39.61077,402.0,2016-08-31,5.98,4.660910000000001
Iowa,2016-08-31,2016-09-06,Google Consumer Surveys,B,402.0,lv,36.29,30.31,44.27168,39.61077,402.0,2016-09-01,5.98,4.660910000000001
Iowa,2016-08-31,2016-09-06,Google Consumer Surveys,B,402.0,lv,36.29,30.31,44.27168,39.61077,402.0,2016-09-02,5.98,4.660910000000001
Iowa,2016-08-31,2016-09-06,Google Consumer Surveys,B,402.0,lv,36.29,30.31,44.27168,39.61077,402.0,2016-09-03,5.98,4.660910000000001
Iowa,2016-08-31,2016-09-06,Google Consumer Surveys,B,402.0,lv,36.29,30.31,44.27168,39.61077,402.0,2016-09-04,5.98,4.660910000000001
Iowa,2016-08-31,2016-09-06,Google Consumer Surveys,B,402.0,lv,36.29,30.31,44.27168,39.61077,402.0,2016-09-05,5.98,4.660910000000001
Iowa,2016-08-31,2016-09-06,Google Consumer Surveys,B,402.0,lv,36.29,30.31,44.27168,39.61077,402.0,2016-09-06,5.98,4.660910000000001
Iowa,2016-09-07,2016-09-13,Google Consumer Surveys,B,411.0,lv,30.38,35.27,38.25581,44.25817,411.0,2016-09-07,-4.890000000000004,-6.002360000000003
Iowa,2016-09-07,2016-09-13,Google Consumer Surveys,B,411.0,lv,30.38,35.27,38.25581,44.25817,411.0,2016-09-08,-4.890000000000004,-6.002360000000003
Iowa,2016-09-07,2016-09-13,Google Consumer Surveys,B,411.0,lv,30.38,35.27,38.25581,44.25817,411.0,2016-09-09,-4.890000000000004,-6.002360000000003
Iowa,2016-09-07,2016-09-13,Google Consumer Surveys,B,411.0,lv,30.38,35.27,38.25581,44.25817,411.0,2016-09-10,-4.890000000000004,-6.002360000000003
Iowa,2016-09-07,2016-09-13,Google Consumer Surveys,B,411.0,lv,30.38,35.27,38.25581,44.25817,411.0,2016-09-11,-4.890000000000004,-6.002360000000003
Iowa,2016-09-07,2016-09-13,Google Consumer Surveys,B,411.0,lv,30.38,35.27,38.25581,44.25817,411.0,2016-09-12,-4.890000000000004,-6.002360000000003
Iowa,2016-09-07,2016-09-13,Google Consumer Surveys,B,411.0,lv,30.38,35.27,38.25581,44.25817,411.0,2016-09-13,-4.890000000000004,-6.002360000000003
Iowa,2016-09-14,2016-09-20,Google Consumer Surveys,B,387.0,lv,29.97,30.86,37.68563,39.5892,387.0,2016-09-14,-0.8900000000000006,-1.9035699999999949
Iowa,2016-09-14,2016-09-20,Google Consumer Surveys,B,387.0,lv,29.97,30.86,37.68563,39.5892,387.0,2016-09-15,-0.8900000000000006,-1.9035699999999949
Iowa,2016-09-14,2016-09-20,Google Consumer Surveys,B,387.0,lv,29.97,30.86,37.68563,39.5892,387.0,2016-09-16,-0.8900000000000006,-1.9035699999999949
Iowa,2016-09-14,2016-09-20,Google Consumer Surveys,B,387.0,lv,29.97,30.86,37.68563,39.5892,387.0,2016-09-17,-0.8900000000000006,-1.9035699999999949
Iowa,2016-09-14,2016-09-20,Google Consumer Surveys,B,387.0,lv,29.97,30.86,37.68563,39.5892,387.0,2016-09-18,-0.8900000000000006,-1.9035699999999949
Iowa,2016-09-14,2016-09-20,Google Consumer Surveys,B,387.0,lv,29.97,30.86,37.68563,39.5892,387.0,2016-09-19,-0.8900000000000006,-1.9035699999999949
Iowa,2016-09-14,2016-09-20,Google Consumer Surveys,B,387.0,lv,29.97,30.86,37.68563,39.5892,387.0,2016-09-20,-0.8900000000000006,-1.9035699999999949
Iowa,2016-09-21,2016-09-26,Google Consumer Surveys,B,362.0,lv,36.2,29.81,43.60867,38.45201,362.0,2016-09-21,6.390000000000004,5.156659999999995
Iowa,2016-09-21,2016-09-26,Google Consumer Surveys,B,362.0,lv,36.2,29.81,43.60867,38.45201,362.0,2016-09-22,6.390000000000004,5.156659999999995
Iowa,2016-09-21,2016-09-26,Google Consumer Surveys,B,362.0,lv,36.2,29.81,43.60867,38.45201,362.0,2016-09-23,6.390000000000004,5.156659999999995
Iowa,2016-09-21,2016-09-26,Google Consumer Surveys,B,362.0,lv,36.2,29.81,43.60867,38.45201,362.0,2016-09-24,6.390000000000004,5.156659999999995
Iowa,2016-09-21,2016-09-26,Google Consumer Surveys,B,362.0,lv,36.2,29.81,43.60867,38.45201,362.0,2016-09-25,6.390000000000004,5.156659999999995
Iowa,2016-09-21,2016-09-26,Google Consumer Surveys,B,362.0,lv,36.2,29.81,43.60867,38.45201,362.0,2016-09-26,6.390000000000004,5.156659999999995
Iowa,2016-09-27,2016-10-03,Google Consumer Surveys,B,411.0,lv,38.14,29.27,44.93085,38.11044,411.0,2016-09-27,8.870000000000001,6.8204100000000025
Iowa,2016-09-27,2016-10-03,Google Consumer Surveys,B,411.0,lv,38.14,29.27,44.93085,38.11044,411.0,2016-09-28,8.870000000000001,6.8204100000000025
Iowa,2016-09-27,2016-10-03,Google Consumer Surveys,B,411.0,lv,38.14,29.27,44.93085,38.11044,411.0,2016-09-29,8.870000000000001,6.8204100000000025
Iowa,2016-09-27,2016-10-03,Google Consumer Surveys,B,411.0,lv,38.14,29.27,44.93085,38.11044,411.0,2016-09-30,8.870000000000001,6.8204100000000025
Iowa,2016-09-27,2016-10-03,Google Consumer Surveys,B,411.0,lv,38.14,29.27,44.93085,38.11044,411.0,2016-10-01,8.870000000000001,6.8204100000000025
Iowa,2016-09-27,2016-10-03,Google Consumer Surveys,B,411.0,lv,38.14,29.27,44.93085,38.11044,411.0,2016-10-02,8.870000000000001,6.8204100000000025
Iowa,2016-09-27,2016-10-03,Google Consumer Surveys,B,411.0,lv,38.14,29.27,44.93085,38.11044,411.0,2016-10-03,8.870000000000001,6.8204100000000025
Iowa,2016-10-04,2016-10-09,Google Consumer Surveys,B,360.0,lv,36.61,27.19,42.64523,36.17118,360.0,2016-10-04,9.419999999999998,6.474049999999998
Iowa,2016-10-04,2016-10-09,Google Consumer Surveys,B,360.0,lv,36.61,27.19,42.64523,36.17118,360.0,2016-10-05,9.419999999999998,6.474049999999998
Iowa,2016-10-04,2016-10-09,Google Consumer Surveys,B,360.0,lv,36.61,27.19,42.64523,36.17118,360.0,2016-10-06,9.419999999999998,6.474049999999998
Iowa,2016-10-04,2016-10-09,Google Consumer Surveys,B,360.0,lv,36.61,27.19,42.64523,36.17118,360.0,2016-10-07,9.419999999999998,6.474049999999998
Iowa,2016-10-04,2016-10-09,Google Consumer Surveys,B,360.0,lv,36.61,27.19,42.64523,36.17118,360.0,2016-10-08,9.419999999999998,6.474049999999998
Iowa,2016-10-04,2016-10-09,Google Consumer Surveys,B,360.0,lv,36.61,27.19,42.64523,36.17118,360.0,2016-10-09,9.419999999999998,6.474049999999998
Iowa,2016-10-10,2016-10-14,Google Consumer Surveys,B,359.0,lv,32.59,35.59,38.22891,44.57108,359.0,2016-10-10,-3.0,-6.342170000000003
Iowa,2016-10-10,2016-10-14,Google Consumer Surveys,B,359.0,lv,32.59,35.59,38.22891,44.57108,359.0,2016-10-11,-3.0,-6.342170000000003
Iowa,2016-10-10,2016-10-14,Google Consumer Surveys,B,359.0,lv,32.59,35.59,38.22891,44.57108,359.0,2016-10-12,-3.0,-6.342170000000003
Iowa,2016-10-10,2016-10-14,Google Consumer Surveys,B,359.0,lv,32.59,35.59,38.22891,44.57108,359.0,2016-10-13,-3.0,-6.342170000000003
Iowa,2016-10-10,2016-10-14,Google Consumer Surveys,B,359.0,lv,32.59,35.59,38.22891,44.57108,359.0,2016-10-14,-3.0,-6.342170000000003
Iowa,2016-10-15,2016-10-19,Google Consumer Surveys,B,424.0,lv,34.22,32.63,39.65317,41.25602,424.0,2016-10-15,1.5899999999999963,-1.6028499999999966
Iowa,2016-10-15,2016-10-19,Google Consumer Surveys,B,424.0,lv,34.22,32.63,39.65317,41.25602,424.0,2016-10-16,1.5899999999999963,-1.6028499999999966
Iowa,2016-10-15,2016-10-19,Google Consumer Surveys,B,424.0,lv,34.22,32.63,39.65317,41.25602,424.0,2016-10-17,1.5899999999999963,-1.6028499999999966
Iowa,2016-10-15,2016-10-19,Google Consumer Surveys,B,424.0,lv,34.22,32.63,39.65317,41.25602,424.0,2016-10-18,1.5899999999999963,-1.6028499999999966
Iowa,2016-10-15,2016-10-19,Google Consumer Surveys,B,424.0,lv,34.22,32.63,39.65317,41.25602,424.0,2016-10-19,1.5899999999999963,-1.6028499999999966
Iowa,2016-10-20,2016-10-24,Google Consumer Surveys,B,378.0,lv,40.17,30.78,45.50594,38.68608,378.0,2016-10-20,9.39,6.819860000000006
Iowa,2016-10-20,2016-10-24,Google Consumer Surveys,B,378.0,lv,40.17,30.78,45.50594,38.68608,378.0,2016-10-21,9.39,6.819860000000006
Iowa,2016-10-20,2016-10-24,Google Consumer Surveys,B,378.0,lv,40.17,30.78,45.50594,38.68608,378.0,2016-10-22,9.39,6.819860000000006
Iowa,2016-10-20,2016-10-24,Google Consumer Surveys,B,378.0,lv,40.17,30.78,45.50594,38.68608,378.0,2016-10-23,9.39,6.819860000000006
Iowa,2016-10-20,2016-10-24,Google Consumer Surveys,B,378.0,lv,40.17,30.78,45.50594,38.68608,378.0,2016-10-24,9.39,6.819860000000006
Iowa,2016-10-25,2016-10-31,Google Consumer Surveys,B,429.0,lv,37.55,30.16,42.99063,36.80564,429.0,2016-10-25,7.389999999999997,6.184990000000006
Iowa,2016-10-25,2016-10-31,Google Consumer Surveys,B,429.0,lv,37.55,30.16,42.99063,36.80564,429.0,2016-10-26,7.389999999999997,6.184990000000006
Iowa,2016-10-25,2016-10-31,Google Consumer Surveys,B,429.0,lv,37.55,30.16,42.99063,36.80564,429.0,2016-10-27,7.389999999999997,6.184990000000006
Iowa,2016-10-25,2016-10-31,Google Consumer Surveys,B,429.0,lv,37.55,30.16,42.99063,36.80564,429.0,2016-10-28,7.389999999999997,6.184990000000006
Iowa,2016-10-25,2016-10-31,Google Consumer Surveys,B,429.0,lv,37.55,30.16,42.99063,36.80564,429.0,2016-10-29,7.389999999999997,6.184990000000006
Iowa,2016-10-25,2016-10-31,Google Consumer Surveys,B,429.0,lv,37.55,30.16,42.99063,36.80564,429.0,2016-10-30,7.389999999999997,6.184990000000006
Iowa,2016-10-25,2016-10-31,Google Consumer Surveys,B,429.0,lv,37.55,30.16,42.99063,36.80564,429.0,2016-10-31,7.389999999999997,6.184990000000006
Iowa,2016-11-01,2016-11-07,Google Consumer Surveys,B,442.0,lv,35.57,33.72,40.89573,39.24911,442.0,2016-11-01,1.8500000000000014,1.6466199999999986
Iowa,2016-11-01,2016-11-07,Google Consumer Surveys,B,442.0,lv,35.57,33.72,40.89573,39.24911,442.0,2016-11-02,1.8500000000000014,1.6466199999999986
Iowa,2016-11-01,2016-11-07,Google Consumer Surveys,B,442.0,lv,35.57,33.72,40.89573,39.24911,442.0,2016-11-03,1.8500000000000014,1.6466199999999986
Iowa,2016-11-01,2016-11-07,Google Consumer Surveys,B,442.0,lv,35.57,33.72,40.89573,39.24911,442.0,2016-11-04,1.8500000000000014,1.6466199999999986
Iowa,2016-11-01,2016-11-07,Google Consumer Surveys,B,442.0,lv,35.57,33.72,40.89573,39.24911,442.0,2016-11-05,1.8500000000000014,1.6466199999999986
Iowa,2016-11-01,2016-11-07,Google Consumer Surveys,B,442.0,lv,35.57,33.72,40.89573,39.24911,442.0,2016-11-06,1.8500000000000014,1.6466199999999986
Iowa,2016-11-01,2016-11-07,Google Consumer Surveys,B,442.0,lv,35.57,33.72,40.89573,39.24911,442.0,2016-11-07,1.8500000000000014,1.6466199999999986
Kansas,2016-08-10,2016-08-16,Google Consumer Surveys,B,244.0,lv,34.98,30.11,42.18482,40.50013,244.0,2016-08-10,4.869999999999997,1.6846900000000034
Kansas,2016-08-10,2016-08-16,Google Consumer Surveys,B,244.0,lv,34.98,30.11,42.18482,40.50013,244.0,2016-08-11,4.869999999999997,1.6846900000000034
Kansas,2016-08-10,2016-08-16,Google Consumer Surveys,B,244.0,lv,34.98,30.11,42.18482,40.50013,244.0,2016-08-12,4.869999999999997,1.6846900000000034
Kansas,2016-08-10,2016-08-16,Google Consumer Surveys,B,244.0,lv,34.98,30.11,42.18482,40.50013,244.0,2016-08-13,4.869999999999997,1.6846900000000034
Kansas,2016-08-10,2016-08-16,Google Consumer Surveys,B,244.0,lv,34.98,30.11,42.18482,40.50013,244.0,2016-08-14,4.869999999999997,1.6846900000000034
Kansas,2016-08-10,2016-08-16,Google Consumer Surveys,B,244.0,lv,34.98,30.11,42.18482,40.50013,244.0,2016-08-15,4.869999999999997,1.6846900000000034
Kansas,2016-08-10,2016-08-16,Google Consumer Surveys,B,244.0,lv,34.98,30.11,42.18482,40.50013,244.0,2016-08-16,4.869999999999997,1.6846900000000034
Kansas,2016-08-17,2016-08-23,Google Consumer Surveys,B,275.0,lv,40.04,26.88,47.75889,36.69778,275.0,2016-08-17,13.16,11.06111
Kansas,2016-08-17,2016-08-23,Google Consumer Surveys,B,275.0,lv,40.04,26.88,47.75889,36.69778,275.0,2016-08-18,13.16,11.06111
Kansas,2016-08-17,2016-08-23,Google Consumer Surveys,B,275.0,lv,40.04,26.88,47.75889,36.69778,275.0,2016-08-19,13.16,11.06111
Kansas,2016-08-17,2016-08-23,Google Consumer Surveys,B,275.0,lv,40.04,26.88,47.75889,36.69778,275.0,2016-08-20,13.16,11.06111
Kansas,2016-08-17,2016-08-23,Google Consumer Surveys,B,275.0,lv,40.04,26.88,47.75889,36.69778,275.0,2016-08-21,13.16,11.06111
Kansas,2016-08-17,2016-08-23,Google Consumer Surveys,B,275.0,lv,40.04,26.88,47.75889,36.69778,275.0,2016-08-22,13.16,11.06111
