day,interval_start,max_Servers
1,2028-10-01 12:45:00,2.0
1,2028-10-01 13:00:00,2.0
1,2028-10-01 13:15:00,1.0
1,2028-10-01 13:30:00,1.0
1,2028-10-01 13:45:00,1.0
1,2028-10-01 14:00:00,1.0
1,2028-10-01 14:15:00,1.0
1,2028-10-01 14:30:00,1.0
1,2028-10-01 14:45:00,2.0
1,2028-10-01 15:00:00,2.0
1,2028-10-01 15:15:00,2.0
1,2028-10-01 15:30:00,2.0
1,2028-10-01 15:45:00,2.0
1,2028-10-01 16:00:00,1.0
1,2028-10-01 16:15:00,1.0
1,2028-10-01 16:30:00,1.0
1,2028-10-01 16:45:00,1.0
1,2028-10-01 17:00:00,1.0
1,2028-10-01 17:15:00,1.0
1,2028-10-01 17:30:00,1.0
1,2028-10-01 17:45:00,1.0
1,2028-10-01 18:00:00,1.0
1,2028-10-01 18:15:00,1.0
1,2028-10-01 18:30:00,1.0
1,2028-10-01 18:45:00,1.0
1,2028-10-01 19:00:00,1.0
1,2028-10-01 19:15:00,1.0
1,2028-10-01 19:30:00,1.0
1,2028-10-01 19:45:00,1.0
1,2028-10-01 20:00:00,1.0
1,2028-10-01 20:15:00,1.0
1,2028-10-01 20:30:00,1.0
1,2028-10-01 20:45:00,1.0
2,2028-10-02 06:30:00,2.0
2,2028-10-02 06:45:00,2.0
2,2028-10-02 07:00:00,2.0
2,2028-10-02 07:15:00,2.0
2,2028-10-02 07:30:00,2.0
2,2028-10-02 07:45:00,1.0
2,2028-10-02 08:00:00,1.0
2,2028-10-02 08:15:00,1.0
2,2028-10-02 08:30:00,1.0
2,2028-10-02 08:45:00,1.0
2,2028-10-02 09:00:00,1.0
2,2028-10-02 09:30:00,1.0
2,2028-10-02 09:45:00,1.0
2,2028-10-02 10:00:00,1.0
2,2028-10-02 10:15:00,1.0
2,2028-10-02 10:30:00,1.0
2,2028-10-02 10:45:00,1.0
2,2028-10-02 11:00:00,1.0
2,2028-10-02 11:15:00,1.0
2,2028-10-02 11:30:00,1.0
2,2028-10-02 11:45:00,1.0
2,2028-10-02 12:00:00,1.0
2,2028-10-02 12:15:00,1.0
2,2028-10-02 12:30:00,1.0
2,2028-10-02 12:45:00,2.0
2,2028-10-02 13:00:00,2.0
2,2028-10-02 13:15:00,2.0
2,2028-10-02 13:30:00,1.0
2,2028-10-02 13:45:00,1.0
2,2028-10-02 14:00:00,1.0
2,2028-10-02 14:15:00,1.0
2,2028-10-02 14:30:00,1.0
2,2028-10-02 14:45:00,1.0
2,2028-10-02 15:00:00,1.0
2,2028-10-02 15:15:00,1.0
2,2028-10-02 15:30:00,1.0
2,2028-10-02 15:45:00,1.0
2,2028-10-02 16:00:00,1.0
2,2028-10-02 16:15:00,1.0
2,2028-10-02 16:30:00,1.0
2,2028-10-02 16:45:00,1.0
2,2028-10-02 17:00:00,1.0
2,2028-10-02 17:15:00,1.0
2,2028-10-02 17:30:00,1.0
2,2028-10-02 17:45:00,1.0
2,2028-10-02 18:00:00,1.0
2,2028-10-02 18:15:00,1.0
2,2028-10-02 18:30:00,1.0
2,2028-10-02 18:45:00,1.0
2,2028-10-02 19:00:00,1.0
2,2028-10-02 19:15:00,1.0
2,2028-10-02 19:30:00,1.0
2,2028-10-02 19:45:00,1.0
2,2028-10-02 20:00:00,1.0
2,2028-10-02 20:15:00,1.0
2,2028-10-02 20:30:00,1.0
3,2028-10-03 06:30:00,2.0
3,2028-10-03 06:45:00,2.0
3,2028-10-03 07:00:00,2.0
3,2028-10-03 07:15:00,2.0
3,2028-10-03 07:30:00,2.0
3,2028-10-03 07:45:00,2.0
3,2028-10-03 08:00:00,2.0
3,2028-10-03 08:15:00,2.0
3,2028-10-03 08:30:00,1.0
3,2028-10-03 08:45:00,1.0
3,2028-10-03 09:00:00,1.0
3,2028-10-03 09:15:00,1.0
3,2028-10-03 09:30:00,1.0
3,2028-10-03 09:45:00,1.0
3,2028-10-03 10:00:00,1.0
3,2028-10-03 10:15:00,1.0
3,2028-10-03 10:30:00,1.0
3,2028-10-03 10:45:00,1.0
3,2028-10-03 11:00:00,1.0
3,2028-10-03 11:15:00,1.0
3,2028-10-03 11:30:00,1.0
3,2028-10-03 11:45:00,1.0
3,2028-10-03 12:00:00,1.0
3,2028-10-03 12:15:00,1.0
3,2028-10-03 12:30:00,1.0
3,2028-10-03 12:45:00,1.0
3,2028-10-03 13:00:00,1.0
3,2028-10-03 13:15:00,1.0
3,2028-10-03 13:30:00,1.0
3,2028-10-03 13:45:00,1.0
3,2028-10-03 14:00:00,1.0
3,2028-10-03 14:15:00,1.0
3,2028-10-03 14:30:00,1.0
3,2028-10-03 14:45:00,1.0
3,2028-10-03 15:00:00,1.0
3,2028-10-03 15:15:00,1.0
3,2028-10-03 15:30:00,1.0
3,2028-10-03 15:45:00,1.0
3,2028-10-03 16:00:00,1.0
3,2028-10-03 16:15:00,1.0
3,2028-10-03 16:30:00,1.0
3,2028-10-03 16:45:00,1.0
3,2028-10-03 17:00:00,1.0
3,2028-10-03 17:15:00,1.0
3,2028-10-03 17:30:00,1.0
3,2028-10-03 17:45:00,1.0
3,2028-10-03 18:00:00,1.0
3,2028-10-03 18:15:00,1.0
3,2028-10-03 18:30:00,1.0
3,2028-10-03 18:45:00,1.0
3,2028-10-03 19:00:00,2.0
3,2028-10-03 19:15:00,2.0
3,2028-10-03 19:30:00,1.0
3,2028-10-03 19:45:00,1.0
3,2028-10-03 20:00:00,1.0
3,2028-10-03 20:15:00,1.0
3,2028-10-03 20:30:00,1.0
3,2028-10-03 20:45:00,1.0
3,2028-10-03 21:00:00,1.0
4,2028-10-04 06:30:00,3.0
4,2028-10-04 06:45:00,3.0
4,2028-10-04 07:00:00,3.0
4,2028-10-04 07:15:00,2.0
4,2028-10-04 07:30:00,2.0
4,2028-10-04 07:45:00,2.0
4,2028-10-04 08:00:00,2.0
4,2028-10-04 08:15:00,2.0
4,2028-10-04 08:30:00,1.0
4,2028-10-04 08:45:00,1.0
4,2028-10-04 09:00:00,1.0
4,2028-10-04 09:15:00,2.0
4,2028-10-04 09:30:00,2.0
4,2028-10-04 09:45:00,1.0
4,2028-10-04 10:00:00,1.0
4,2028-10-04 10:15:00,1.0
4,2028-10-04 10:30:00,1.0
4,2028-10-04 10:45:00,1.0
4,2028-10-04 11:00:00,1.0
4,2028-10-04 11:15:00,1.0
4,2028-10-04 11:30:00,1.0
4,2028-10-04 11:45:00,1.0
4,2028-10-04 12:00:00,1.0
4,2028-10-04 12:15:00,1.0
4,2028-10-04 12:30:00,1.0
4,2028-10-04 12:45:00,1.0
4,2028-10-04 13:00:00,2.0
4,2028-10-04 13:15:00,2.0
4,2028-10-04 13:30:00,2.0
4,2028-10-04 13:45:00,1.0
4,2028-10-04 14:00:00,1.0
4,2028-10-04 14:15:00,1.0
4,2028-10-04 14:30:00,1.0
4,2028-10-04 14:45:00,1.0
4,2028-10-04 15:00:00,1.0
4,2028-10-04 15:15:00,1.0
4,2028-10-04 15:30:00,1.0
4,2028-10-04 15:45:00,1.0
4,2028-10-04 16:00:00,1.0
4,2028-10-04 16:15:00,1.0
4,2028-10-04 16:30:00,1.0
4,2028-10-04 16:45:00,1.0
4,2028-10-04 17:00:00,2.0
4,2028-10-04 17:15:00,2.0
4,2028-10-04 17:30:00,2.0
4,2028-10-04 17:45:00,2.0
4,2028-10-04 18:00:00,2.0
4,2028-10-04 18:15:00,2.0
4,2028-10-04 18:30:00,1.0
4,2028-10-04 18:45:00,1.0
4,2028-10-04 19:00:00,1.0
4,2028-10-04 19:15:00,1.0
4,2028-10-04 19:30:00,1.0
4,2028-10-04 19:45:00,1.0
4,2028-10-04 20:00:00,1.0
4,2028-10-04 20:15:00,1.0
4,2028-10-04 20:30:00,1.0
4,2028-10-04 20:45:00,1.0
5,2028-10-05 06:30:00,2.0
5,2028-10-05 06:45:00,3.0
5,2028-10-05 07:00:00,3.0
5,2028-10-05 07:15:00,3.0
5,2028-10-05 07:30:00,2.0
5,2028-10-05 07:45:00,2.0
5,2028-10-05 08:00:00,2.0
5,2028-10-05 08:15:00,2.0
5,2028-10-05 08:30:00,2.0
5,2028-10-05 08:45:00,1.0
5,2028-10-05 09:00:00,1.0
5,2028-10-05 09:15:00,1.0
5,2028-10-05 09:30:00,1.0
5,2028-10-05 09:45:00,1.0
5,2028-10-05 10:00:00,1.0
5,2028-10-05 10:15:00,1.0
5,2028-10-05 10:30:00,1.0
5,2028-10-05 10:45:00,1.0
5,2028-10-05 11:00:00,1.0
5,2028-10-05 11:15:00,1.0
5,2028-10-05 11:30:00,1.0
5,2028-10-05 11:45:00,1.0
5,2028-10-05 12:00:00,1.0
5,2028-10-05 12:15:00,1.0
5,2028-10-05 12:30:00,1.0
5,2028-10-05 12:45:00,1.0
5,2028-10-05 13:00:00,1.0
5,2028-10-05 13:15:00,2.0
5,2028-10-05 13:30:00,2.0
5,2028-10-05 13:45:00,1.0
5,2028-10-05 14:00:00,1.0
5,2028-10-05 14:15:00,1.0
5,2028-10-05 14:30:00,1.0
5,2028-10-05 14:45:00,1.0
5,2028-10-05 15:00:00,1.0
5,2028-10-05 15:15:00,1.0
5,2028-10-05 15:30:00,1.0
5,2028-10-05 15:45:00,1.0
5,2028-10-05 16:00:00,1.0
5,2028-10-05 16:15:00,1.0
5,2028-10-05 16:30:00,1.0
5,2028-10-05 16:45:00,1.0
5,2028-10-05 17:00:00,2.0
5,2028-10-05 17:15:00,2.0
5,2028-10-05 17:30:00,2.0
5,2028-10-05 17:45:00,2.0
5,2028-10-05 18:00:00,2.0
5,2028-10-05 18:15:00,1.0
5,2028-10-05 18:30:00,2.0
5,2028-10-05 18:45:00,2.0
5,2028-10-05 19:00:00,2.0
5,2028-10-05 19:15:00,1.0
5,2028-10-05 19:30:00,1.0
5,2028-10-05 19:45:00,1.0
5,2028-10-05 20:00:00,1.0
5,2028-10-05 20:15:00,1.0
5,2028-10-05 20:30:00,1.0
5,2028-10-05 20:45:00,1.0
5,2028-10-05 21:00:00,1.0
6,2028-10-06 06:30:00,1.0
6,2028-10-06 06:45:00,2.0
6,2028-10-06 07:00:00,2.0
6,2028-10-06 07:15:00,2.0
6,2028-10-06 07:30:00,2.0
6,2028-10-06 07:45:00,1.0
6,2028-10-06 08:00:00,1.0
6,2028-10-06 08:15:00,2.0
6,2028-10-06 08:30:00,2.0
6,2028-10-06 08:45:00,2.0
6,2028-10-06 09:00:00,1.0
6,2028-10-06 09:30:00,1.0
6,2028-10-06 09:45:00,1.0
6,2028-10-06 10:00:00,1.0
6,2028-10-06 10:15:00,1.0
6,2028-10-06 10:30:00,1.0
6,2028-10-06 10:45:00,1.0
6,2028-10-06 11:00:00,1.0
6,2028-10-06 11:15:00,1.0
6,2028-10-06 11:30:00,2.0
6,2028-10-06 11:45:00,2.0
6,2028-10-06 12:00:00,1.0
6,2028-10-06 12:15:00,1.0
6,2028-10-06 12:30:00,1.0
6,2028-10-06 12:45:00,1.0
6,2028-10-06 13:00:00,1.0
6,2028-10-06 13:15:00,2.0
6,2028-10-06 13:30:00,2.0
6,2028-10-06 13:45:00,1.0
6,2028-10-06 14:00:00,1.0
6,2028-10-06 14:15:00,1.0
6,2028-10-06 14:30:00,1.0
6,2028-10-06 14:45:00,1.0
6,2028-10-06 15:00:00,1.0
6,2028-10-06 15:15:00,1.0
6,2028-10-06 15:30:00,1.0
6,2028-10-06 15:45:00,1.0
6,2028-10-06 16:00:00,1.0
6,2028-10-06 16:15:00,1.0
6,2028-10-06 16:30:00,1.0
6,2028-10-06 16:45:00,1.0
6,2028-10-06 17:15:00,1.0
6,2028-10-06 17:30:00,1.0
6,2028-10-06 17:45:00,1.0
6,2028-10-06 18:00:00,1.0
6,2028-10-06 18:15:00,1.0
6,2028-10-06 18:30:00,1.0
6,2028-10-06 18:45:00,1.0
6,2028-10-06 19:00:00,1.0
6,2028-10-06 19:15:00,1.0
6,2028-10-06 19:30:00,1.0
6,2028-10-06 19:45:00,1.0
6,2028-10-06 20:00:00,1.0
6,2028-10-06 20:15:00,1.0
7,2028-10-07 06:30:00,2.0
7,2028-10-07 06:45:00,3.0
7,2028-10-07 07:00:00,3.0
7,2028-10-07 07:15:00,2.0
7,2028-10-07 07:30:00,2.0
7,2028-10-07 07:45:00,1.0
7,2028-10-07 08:00:00,1.0
7,2028-10-07 08:15:00,1.0
7,2028-10-07 08:30:00,1.0
7,2028-10-07 08:45:00,1.0
7,2028-10-07 09:00:00,1.0
7,2028-10-07 09:15:00,1.0
7,2028-10-07 09:30:00,1.0
7,2028-10-07 09:45:00,1.0
7,2028-10-07 10:00:00,1.0
7,2028-10-07 10:15:00,1.0
7,2028-10-07 10:30:00,1.0
7,2028-10-07 10:45:00,1.0
7,2028-10-07 11:00:00,1.0
7,2028-10-07 11:15:00,1.0
7,2028-10-07 11:30:00,1.0
7,2028-10-07 11:45:00,1.0
7,2028-10-07 12:00:00,1.0
7,2028-10-07 12:15:00,1.0
7,2028-10-07 12:30:00,1.0
7,2028-10-07 12:45:00,1.0
7,2028-10-07 13:00:00,1.0
7,2028-10-07 13:15:00,1.0
7,2028-10-07 13:30:00,2.0
7,2028-10-07 13:45:00,2.0
7,2028-10-07 14:00:00,1.0
7,2028-10-07 14:15:00,1.0
7,2028-10-07 14:30:00,1.0
7,2028-10-07 14:45:00,1.0
7,2028-10-07 15:00:00,1.0
7,2028-10-07 15:15:00,1.0
7,2028-10-07 15:30:00,1.0
7,2028-10-07 15:45:00,1.0
7,2028-10-07 16:00:00,1.0
7,2028-10-07 16:15:00,1.0
7,2028-10-07 16:30:00,1.0
7,2028-10-07 16:45:00,1.0
7,2028-10-07 17:00:00,1.0
7,2028-10-07 17:15:00,1.0
7,2028-10-07 17:30:00,1.0
7,2028-10-07 17:45:00,1.0
7,2028-10-07 18:00:00,1.0
7,2028-10-07 18:15:00,1.0
7,2028-10-07 18:30:00,1.0
7,2028-10-07 18:45:00,1.0
7,2028-10-07 19:00:00,1.0
7,2028-10-07 19:15:00,1.0
7,2028-10-07 19:30:00,1.0
7,2028-10-07 19:45:00,1.0
7,2028-10-07 20:00:00,1.0
7,2028-10-07 20:15:00,1.0
7,2028-10-07 20:30:00,1.0
8,2028-10-08 06:30:00,2.0
8,2028-10-08 06:45:00,2.0
8,2028-10-08 07:00:00,2.0
8,2028-10-08 07:15:00,2.0
8,2028-10-08 07:30:00,1.0
8,2028-10-08 07:45:00,1.0
8,2028-10-08 08:00:00,2.0
8,2028-10-08 08:15:00,2.0
8,2028-10-08 08:30:00,1.0
8,2028-10-08 08:45:00,1.0
8,2028-10-08 09:00:00,1.0
8,2028-10-08 09:15:00,1.0
8,2028-10-08 09:30:00,1.0
8,2028-10-08 09:45:00,1.0
8,2028-10-08 10:00:00,1.0
8,2028-10-08 10:15:00,1.0
8,2028-10-08 10:30:00,1.0
8,2028-10-08 10:45:00,1.0
8,2028-10-08 11:00:00,1.0
8,2028-10-08 11:15:00,1.0
8,2028-10-08 11:30:00,1.0
8,2028-10-08 11:45:00,1.0
8,2028-10-08 12:00:00,1.0
8,2028-10-08 12:15:00,1.0
8,2028-10-08 12:30:00,1.0
8,2028-10-08 12:45:00,1.0
8,2028-10-08 13:00:00,1.0
8,2028-10-08 13:15:00,1.0
8,2028-10-08 13:30:00,1.0
8,2028-10-08 13:45:00,1.0
8,2028-10-08 14:00:00,1.0
8,2028-10-08 14:15:00,1.0
8,2028-10-08 14:30:00,1.0
8,2028-10-08 14:45:00,1.0
8,2028-10-08 15:00:00,1.0
8,2028-10-08 15:15:00,1.0
8,2028-10-08 15:30:00,1.0
8,2028-10-08 15:45:00,1.0
8,2028-10-08 16:00:00,1.0
8,2028-10-08 16:15:00,1.0
8,2028-10-08 16:30:00,1.0
8,2028-10-08 16:45:00,1.0
8,2028-10-08 17:00:00,1.0
8,2028-10-08 17:15:00,2.0
8,2028-10-08 17:30:00,2.0
8,2028-10-08 17:45:00,2.0
8,2028-10-08 18:00:00,1.0
8,2028-10-08 18:15:00,1.0
8,2028-10-08 18:30:00,1.0
8,2028-10-08 18:45:00,1.0
8,2028-10-08 19:00:00,2.0
8,2028-10-08 19:15:00,2.0
8,2028-10-08 19:30:00,1.0
8,2028-10-08 19:45:00,1.0
8,2028-10-08 20:00:00,1.0
8,2028-10-08 20:15:00,1.0
8,2028-10-08 20:30:00,1.0
8,2028-10-08 20:45:00,1.0
8,2028-10-08 21:00:00,1.0
9,2028-10-09 06:30:00,3.0
9,2028-10-09 06:45:00,3.0
9,2028-10-09 07:00:00,2.0
9,2028-10-09 07:15:00,2.0
9,2028-10-09 07:30:00,2.0
9,2028-10-09 07:45:00,2.0
9,2028-10-09 08:00:00,2.0
9,2028-10-09 08:15:00,2.0
9,2028-10-09 08:30:00,1.0
9,2028-10-09 08:45:00,1.0
9,2028-10-09 09:00:00,1.0
9,2028-10-09 09:15:00,1.0
9,2028-10-09 09:30:00,1.0
9,2028-10-09 09:45:00,1.0
9,2028-10-09 10:00:00,1.0
9,2028-10-09 10:15:00,1.0
9,2028-10-09 10:30:00,1.0
9,2028-10-09 10:45:00,1.0
9,2028-10-09 11:00:00,1.0
9,2028-10-09 11:15:00,1.0
9,2028-10-09 11:30:00,1.0
9,2028-10-09 11:45:00,1.0
9,2028-10-09 12:00:00,2.0
9,2028-10-09 12:15:00,2.0
9,2028-10-09 12:30:00,1.0
9,2028-10-09 12:45:00,2.0
9,2028-10-09 13:00:00,1.0
9,2028-10-09 13:15:00,2.0
9,2028-10-09 13:30:00,2.0
9,2028-10-09 13:45:00,2.0
9,2028-10-09 14:00:00,1.0
9,2028-10-09 14:15:00,1.0
9,2028-10-09 14:30:00,1.0
9,2028-10-09 14:45:00,1.0
9,2028-10-09 15:00:00,1.0
9,2028-10-09 15:15:00,1.0
9,2028-10-09 15:30:00,1.0
9,2028-10-09 15:45:00,1.0
9,2028-10-09 16:00:00,1.0
9,2028-10-09 16:15:00,1.0
9,2028-10-09 16:30:00,1.0
9,2028-10-09 16:45:00,1.0
9,2028-10-09 17:00:00,1.0
9,2028-10-09 17:15:00,1.0
9,2028-10-09 17:30:00,1.0
9,2028-10-09 17:45:00,1.0
9,2028-10-09 18:00:00,1.0
9,2028-10-09 18:15:00,1.0
9,2028-10-09 18:30:00,1.0
9,2028-10-09 18:45:00,1.0
9,2028-10-09 19:00:00,1.0
9,2028-10-09 19:15:00,1.0
9,2028-10-09 19:30:00,1.0
9,2028-10-09 19:45:00,1.0
9,2028-10-09 20:00:00,1.0
9,2028-10-09 20:15:00,1.0
9,2028-10-09 20:30:00,1.0
9,2028-10-09 20:45:00,1.0
9,2028-10-09 21:00:00,1.0
10,2028-10-10 06:30:00,2.0
10,2028-10-10 06:45:00,2.0
10,2028-10-10 07:00:00,1.0
10,2028-10-10 07:15:00,1.0
10,2028-10-10 07:30:00,1.0
10,2028-10-10 07:45:00,1.0
10,2028-10-10 08:00:00,1.0
10,2028-10-10 08:15:00,1.0
10,2028-10-10 08:30:00,1.0
10,2028-10-10 08:45:00,1.0
10,2028-10-10 09:00:00,1.0
10,2028-10-10 09:15:00,1.0
10,2028-10-10 09:30:00,1.0
10,2028-10-10 09:45:00,1.0
10,2028-10-10 10:00:00,1.0
10,2028-10-10 10:15:00,1.0
10,2028-10-10 10:30:00,1.0
10,2028-10-10 10:45:00,1.0
10,2028-10-10 11:00:00,1.0
10,2028-10-10 11:15:00,1.0
10,2028-10-10 11:30:00,1.0
10,2028-10-10 11:45:00,1.0
10,2028-10-10 12:00:00,1.0
10,2028-10-10 12:15:00,1.0
10,2028-10-10 12:30:00,1.0
10,2028-10-10 12:45:00,1.0
10,2028-10-10 13:00:00,1.0
10,2028-10-10 13:15:00,1.0
10,2028-10-10 13:30:00,1.0
10,2028-10-10 13:45:00,1.0
10,2028-10-10 14:00:00,1.0
10,2028-10-10 14:15:00,1.0
10,2028-10-10 14:30:00,1.0
10,2028-10-10 14:45:00,1.0
10,2028-10-10 15:00:00,1.0
10,2028-10-10 15:15:00,1.0
10,2028-10-10 15:30:00,1.0
10,2028-10-10 15:45:00,1.0
10,2028-10-10 16:00:00,1.0
10,2028-10-10 16:15:00,1.0
10,2028-10-10 16:30:00,1.0
10,2028-10-10 16:45:00,1.0
10,2028-10-10 17:00:00,1.0
10,2028-10-10 17:15:00,1.0
10,2028-10-10 17:30:00,2.0
10,2028-10-10 17:45:00,2.0
10,2028-10-10 18:00:00,2.0
10,2028-10-10 18:15:00,1.0
10,2028-10-10 18:30:00,1.0
10,2028-10-10 18:45:00,1.0
10,2028-10-10 19:00:00,1.0
10,2028-10-10 19:15:00,1.0
10,2028-10-10 19:30:00,1.0
10,2028-10-10 19:45:00,1.0
10,2028-10-10 20:00:00,1.0
10,2028-10-10 20:15:00,1.0
10,2028-10-10 20:30:00,1.0
10,2028-10-10 20:45:00,1.0
11,2028-10-11 06:30:00,2.0
11,2028-10-11 06:45:00,2.0
11,2028-10-11 07:00:00,2.0
11,2028-10-11 07:15:00,2.0
11,2028-10-11 07:30:00,2.0
11,2028-10-11 07:45:00,2.0
11,2028-10-11 08:00:00,2.0
11,2028-10-11 08:15:00,1.0
11,2028-10-11 08:30:00,1.0
11,2028-10-11 08:45:00,1.0
11,2028-10-11 09:00:00,1.0
11,2028-10-11 09:15:00,1.0
11,2028-10-11 09:30:00,1.0
11,2028-10-11 09:45:00,1.0
11,2028-10-11 10:00:00,1.0
11,2028-10-11 10:15:00,1.0
11,2028-10-11 10:30:00,1.0
11,2028-10-11 10:45:00,1.0
11,2028-10-11 11:00:00,1.0
11,2028-10-11 11:15:00,1.0
11,2028-10-11 11:30:00,1.0
11,2028-10-11 11:45:00,1.0
11,2028-10-11 12:00:00,1.0
11,2028-10-11 12:15:00,1.0
11,2028-10-11 12:30:00,1.0
11,2028-10-11 12:45:00,1.0
11,2028-10-11 13:00:00,1.0
11,2028-10-11 13:15:00,1.0
11,2028-10-11 13:30:00,1.0
11,2028-10-11 13:45:00,1.0
11,2028-10-11 14:00:00,1.0
11,2028-10-11 14:15:00,1.0
11,2028-10-11 14:30:00,1.0
11,2028-10-11 14:45:00,1.0
11,2028-10-11 15:00:00,1.0
11,2028-10-11 15:15:00,1.0
11,2028-10-11 15:30:00,1.0
11,2028-10-11 15:45:00,1.0
11,2028-10-11 16:00:00,1.0
11,2028-10-11 16:15:00,1.0
11,2028-10-11 16:30:00,1.0
11,2028-10-11 16:45:00,1.0
11,2028-10-11 17:00:00,1.0
11,2028-10-11 17:15:00,1.0
11,2028-10-11 17:30:00,2.0
11,2028-10-11 17:45:00,2.0
11,2028-10-11 18:00:00,2.0
11,2028-10-11 18:15:00,1.0
11,2028-10-11 18:30:00,1.0
11,2028-10-11 18:45:00,1.0
11,2028-10-11 19:00:00,1.0
11,2028-10-11 19:15:00,1.0
11,2028-10-11 19:30:00,1.0
11,2028-10-11 19:45:00,1.0
11,2028-10-11 20:00:00,1.0
11,2028-10-11 20:15:00,1.0
11,2028-10-11 20:30:00,1.0
11,2028-10-11 20:45:00,1.0
11,2028-10-11 21:00:00,1.0
11,2028-10-11 21:15:00,1.0
12,2028-10-12 06:30:00,2.0
12,2028-10-12 06:45:00,2.0
12,2028-10-12 07:00:00,2.0
12,2028-10-12 07:15:00,2.0
12,2028-10-12 07:30:00,1.0
12,2028-10-12 07:45:00,2.0
12,2028-10-12 08:00:00,2.0
12,2028-10-12 08:15:00,2.0
12,2028-10-12 08:30:00,1.0
12,2028-10-12 08:45:00,1.0
12,2028-10-12 09:00:00,1.0
12,2028-10-12 09:15:00,1.0
12,2028-10-12 09:30:00,1.0
12,2028-10-12 09:45:00,1.0
12,2028-10-12 10:00:00,1.0
12,2028-10-12 10:15:00,1.0
12,2028-10-12 10:30:00,1.0
12,2028-10-12 10:45:00,1.0
12,2028-10-12 11:00:00,1.0
12,2028-10-12 11:15:00,1.0
12,2028-10-12 11:30:00,1.0
12,2028-10-12 11:45:00,1.0
12,2028-10-12 12:00:00,1.0
12,2028-10-12 12:15:00,1.0
12,2028-10-12 12:30:00,1.0
12,2028-10-12 12:45:00,2.0
12,2028-10-12 13:00:00,2.0
12,2028-10-12 13:15:00,2.0
12,2028-10-12 13:30:00,2.0
12,2028-10-12 13:45:00,1.0
12,2028-10-12 14:00:00,1.0
12,2028-10-12 14:15:00,1.0
12,2028-10-12 14:30:00,1.0
12,2028-10-12 14:45:00,1.0
12,2028-10-12 15:00:00,1.0
12,2028-10-12 15:15:00,1.0
12,2028-10-12 15:30:00,1.0
12,2028-10-12 15:45:00,1.0
12,2028-10-12 16:00:00,1.0
12,2028-10-12 16:15:00,1.0
12,2028-10-12 16:30:00,1.0
12,2028-10-12 16:45:00,1.0
12,2028-10-12 17:00:00,2.0
12,2028-10-12 17:15:00,2.0
12,2028-10-12 17:30:00,1.0
12,2028-10-12 17:45:00,2.0
12,2028-10-12 18:00:00,2.0
12,2028-10-12 18:15:00,2.0
12,2028-10-12 18:30:00,1.0
12,2028-10-12 18:45:00,1.0
12,2028-10-12 19:00:00,1.0
12,2028-10-12 19:15:00,1.0
12,2028-10-12 19:30:00,1.0
12,2028-10-12 19:45:00,1.0
12,2028-10-12 20:00:00,1.0
12,2028-10-12 20:15:00,1.0
12,2028-10-12 20:30:00,1.0
12,2028-10-12 20:45:00,1.0
12,2028-10-12 21:00:00,1.0
12,2028-10-12 21:15:00,1.0
13,2028-10-13 06:30:00,2.0
13,2028-10-13 06:45:00,2.0
13,2028-10-13 07:00:00,2.0
13,2028-10-13 07:15:00,2.0
13,2028-10-13 07:30:00,2.0
13,2028-10-13 07:45:00,2.0
13,2028-10-13 08:00:00,2.0
13,2028-10-13 08:15:00,2.0
13,2028-10-13 08:30:00,1.0
13,2028-10-13 08:45:00,1.0
13,2028-10-13 09:00:00,1.0
13,2028-10-13 09:15:00,1.0
13,2028-10-13 09:30:00,1.0
13,2028-10-13 09:45:00,1.0
13,2028-10-13 10:00:00,2.0
13,2028-10-13 10:15:00,2.0
13,2028-10-13 10:30:00,1.0
13,2028-10-13 10:45:00,1.0
13,2028-10-13 11:00:00,1.0
13,2028-10-13 11:15:00,1.0
13,2028-10-13 11:30:00,1.0
13,2028-10-13 11:45:00,1.0
13,2028-10-13 12:00:00,1.0
13,2028-10-13 12:15:00,1.0
13,2028-10-13 12:30:00,1.0
13,2028-10-13 12:45:00,1.0
13,2028-10-13 13:00:00,1.0
13,2028-10-13 13:15:00,2.0
13,2028-10-13 13:30:00,2.0
13,2028-10-13 13:45:00,2.0
13,2028-10-13 14:00:00,1.0
13,2028-10-13 14:15:00,1.0
13,2028-10-13 14:30:00,1.0
13,2028-10-13 14:45:00,1.0
13,2028-10-13 15:00:00,1.0
13,2028-10-13 15:15:00,1.0
13,2028-10-13 15:30:00,1.0
13,2028-10-13 15:45:00,1.0
13,2028-10-13 16:00:00,1.0
13,2028-10-13 16:15:00,1.0
13,2028-10-13 16:30:00,1.0
13,2028-10-13 16:45:00,1.0
13,2028-10-13 17:15:00,1.0
13,2028-10-13 17:30:00,1.0
13,2028-10-13 17:45:00,1.0
13,2028-10-13 18:00:00,1.0
13,2028-10-13 18:15:00,1.0
13,2028-10-13 18:30:00,1.0
13,2028-10-13 18:45:00,1.0
13,2028-10-13 19:00:00,1.0
13,2028-10-13 19:15:00,1.0
13,2028-10-13 19:30:00,1.0
13,2028-10-13 19:45:00,1.0
13,2028-10-13 20:00:00,1.0
13,2028-10-13 20:15:00,1.0
13,2028-10-13 20:30:00,1.0
13,2028-10-13 21:00:00,1.0
14,2028-10-14 06:30:00,2.0
14,2028-10-14 06:45:00,2.0
14,2028-10-14 07:00:00,2.0
14,2028-10-14 07:15:00,2.0
14,2028-10-14 07:30:00,2.0
14,2028-10-14 07:45:00,2.0
14,2028-10-14 08:00:00,1.0
