,Airfield,S2,Wait_Time,C_Start,C0,C_avg,Sch_Departure,Act_Departure,BFO_Dest_City,BFO_Destination_Country_Code,order,Pass_ID,Departure_Date,Departure_Time,Time_of_Day,Period_of_Week,Day_of_Week,Month,Season,Year
411,SAF,2030-01-02 6:59,5,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971014,9844009,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
412,SAF,2030-01-02 6:59,13,2,2,2,2030-01-02 10:59,2030-01-02 10:40,VES064,VES,9971015,9843931,2030-01-02,10:40:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
413,SAF,2030-01-02 6:59,5,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971016,9844026,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
414,SAF,2030-01-02 6:59,5,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971017,9844020,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
415,SAF,2030-01-02 7:00,4,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971018,9844033,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
416,SAF,2030-01-02 7:00,5,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971019,9844031,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
417,SAF,2030-01-02 7:00,5,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971020,9844027,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
418,SAF,2030-01-02 7:03,18,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971023,9843937,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
419,SAF,2030-01-02 7:03,18,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971024,9843936,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
420,SAF,2030-01-02 7:03,NA,NA,2,NA,2030-01-02 10:59,2030-01-02 10:40,VES064,VES,9971025,9844139,2030-01-02,10:40:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
421,SAF,2030-01-02 7:04,19,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971026,9843938,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
422,SAF,2030-01-02 7:04,NA,NA,2,NA,2030-01-02 10:59,2030-01-02 10:40,VES064,VES,9971027,9844163,2030-01-02,10:40:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
423,SAF,2030-01-02 7:05,17,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971028,9843964,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
424,SAF,2030-01-02 7:05,14,2,2,2,2030-01-02 10:59,2030-01-02 10:40,VES064,VES,9971029,9843992,2030-01-02,10:40:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
425,SAF,2030-01-02 7:05,NA,NA,2,NA,2030-01-02 10:59,2030-01-02 10:40,VES064,VES,9971030,9844173,2030-01-02,10:40:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
426,SAF,2030-01-02 7:06,15,2,2,2,2030-01-02 10:59,2030-01-02 10:40,VES064,VES,9971031,9843993,2030-01-02,10:40:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
427,SAF,2030-01-02 7:06,NA,NA,2,NA,2030-01-02 10:59,2030-01-02 10:40,VES064,VES,9971032,9844199,2030-01-02,10:40:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
428,SAF,2030-01-02 7:06,12,2,2,2,2030-01-02 10:59,2030-01-02 10:40,VES064,VES,9971033,9844035,2030-01-02,10:40:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
429,SAF,2030-01-02 7:07,11,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971034,9844054,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
430,SAF,2030-01-02 7:07,11,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971035,9844050,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
431,SAF,2030-01-02 7:07,9,2,2,2,2030-01-02 10:14,2030-01-02 11:29,VES033,VES,9971036,9844090,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
432,SAF,2030-01-02 7:07,3,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971037,9844179,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
433,SAF,2030-01-02 7:07,3,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971038,9844172,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
434,SAF,2030-01-02 7:07,4,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971039,9844169,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
435,SAF,2030-01-02 7:08,9,2,2,2,2030-01-02 10:14,2030-01-02 11:29,VES033,VES,9971041,9844096,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
436,SAF,2030-01-02 7:08,10,2,2,2,2030-01-02 10:14,2030-01-02 11:29,VES033,VES,9971042,9844087,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
437,SAF,2030-01-02 7:08,11,2,2,2,2030-01-02 10:14,2030-01-02 11:29,VES033,VES,9971043,9844086,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
438,SAF,2030-01-02 7:09,10,2,2,2,2030-01-02 10:59,2030-01-02 11:01,QUE,BOR,9971048,9844097,2030-01-02,11:01:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
439,SAF,2030-01-02 7:10,6,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971049,9844191,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
440,SAF,2030-01-02 7:10,8,2,2,2,2030-01-02 10:59,2030-01-02 10:40,VES064,VES,9971050,9844158,2030-01-02,10:40:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
441,SAF,2030-01-02 7:11,6,2,2,2,2030-01-02 10:59,2030-01-02 11:01,QUE,BOR,9971051,9844193,2030-01-02,11:01:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
442,SAF,2030-01-02 7:11,5,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971052,9844214,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
443,SAF,2030-01-02 7:12,10,2,2,2,2030-01-02 10:59,2030-01-02 10:40,VES064,VES,9971053,9844150,2030-01-02,10:40:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
444,SAF,2030-01-02 7:12,6,2,2,2,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971054,9844213,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
445,SAF,2030-01-02 7:13,11,2,2,2,2030-01-02 10:59,2030-01-02 11:01,QUE,BOR,9971055,9844159,2030-01-02,11:01:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
446,SAF,2030-01-02 7:19,1,2,0,1,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971056,9844426,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
447,SAF,2030-01-02 7:25,1,0,0,0,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971057,9844539,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
448,SAF,2030-01-02 7:25,1,0,0,0,2030-01-02 11:19,2030-01-02 11:29,VES033,VES,9971058,9844541,2030-01-02,11:29:00,2 - MORNING,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
449,SAF,2030-01-02 7:47,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971059,9844798,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
450,SAF,2030-01-02 7:47,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971060,9844799,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
451,SAF,2030-01-02 8:10,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971061,9845048,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
452,SAF,2030-01-02 8:11,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971062,9845068,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
453,SAF,2030-01-02 8:11,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971063,9845069,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
454,SAF,2030-01-02 8:14,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971064,9845105,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
455,SAF,2030-01-02 8:14,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971065,9845106,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
456,SAF,2030-01-02 8:15,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971066,9845118,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
457,SAF,2030-01-02 8:22,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971067,9845202,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
458,SAF,2030-01-02 8:22,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971068,9845203,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
459,SAF,2030-01-02 8:22,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971069,9845204,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
460,SAF,2030-01-02 8:22,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971070,9845205,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
461,SAF,2030-01-02 8:25,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971071,9845249,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
462,SAF,2030-01-02 8:27,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971072,9845268,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
463,SAF,2030-01-02 8:28,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971073,9845269,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
464,SAF,2030-01-02 8:28,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971074,9845270,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
465,SAF,2030-01-02 8:29,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971075,9845279,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
466,SAF,2030-01-02 8:30,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971076,9845292,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
467,SAF,2030-01-02 8:31,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971077,9845305,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
468,SAF,2030-01-02 8:33,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971078,9845321,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
469,SAF,2030-01-02 8:33,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971079,9845326,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
470,SAF,2030-01-02 8:37,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971080,9845367,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
471,SAF,2030-01-02 8:37,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971082,9845378,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
472,SAF,2030-01-02 8:38,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971083,9845379,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
473,SAF,2030-01-02 8:41,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971084,9845424,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
474,SAF,2030-01-02 8:42,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971085,9845425,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
475,SAF,2030-01-02 8:42,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971086,9845436,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
476,SAF,2030-01-02 8:43,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971087,9845441,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
477,SAF,2030-01-02 8:43,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971088,9845444,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
478,SAF,2030-01-02 8:44,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971089,9845450,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
479,SAF,2030-01-02 8:44,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971090,9845460,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
480,SAF,2030-01-02 8:44,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971091,9845462,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
481,SAF,2030-01-02 8:45,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971092,9845467,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
482,SAF,2030-01-02 8:45,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971093,9845468,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
483,SAF,2030-01-02 8:47,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971094,9845489,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
484,SAF,2030-01-02 8:48,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971095,9845503,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
485,SAF,2030-01-02 8:53,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971096,9845548,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
486,SAF,2030-01-02 8:54,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971097,9845550,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
487,SAF,2030-01-02 8:56,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971099,9845573,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
488,SAF,2030-01-02 9:06,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971100,9845728,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
489,SAF,2030-01-02 9:07,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971101,9845736,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
490,SAF,2030-01-02 9:08,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971102,9845747,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
491,SAF,2030-01-02 9:10,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971103,9845791,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
492,SAF,2030-01-02 9:12,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971104,9845824,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
493,SAF,2030-01-02 9:13,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971105,9845835,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
494,SAF,2030-01-02 9:15,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971110,9845868,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
495,SAF,2030-01-02 9:16,NA,NA,1,NA,2030-01-02 13:04,2030-01-02 12:54,CWL,BOR,9971111,9845878,2030-01-02,12:54:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
496,SAF,2030-01-02 10:11,NA,NA,1,NA,2030-01-02 14:44,2030-01-02 14:59,BOR050,BOR,9971116,9846554,2030-01-02,14:59:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
497,SAF,2030-01-02 10:24,NA,NA,0,NA,2030-01-02 15:09,2030-01-02 15:09,BOR030,BOR,9971117,9846693,2030-01-02,15:09:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
498,SAF,2030-01-02 10:52,NA,NA,0,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971118,9846963,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
499,SAF,2030-01-02 11:18,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971119,9847194,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
500,SAF,2030-01-02 11:42,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971120,9847414,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
501,SAF,2030-01-02 11:44,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971121,9847432,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
502,SAF,2030-01-02 11:45,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971122,9847438,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
503,SAF,2030-01-02 11:45,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971123,9847439,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
504,SAF,2030-01-02 11:45,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971124,9847442,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
505,SAF,2030-01-02 11:47,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971125,9847458,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
506,SAF,2030-01-02 11:47,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971126,9847460,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
507,SAF,2030-01-02 11:51,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971127,9847496,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
508,SAF,2030-01-02 11:52,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971128,9847500,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
509,SAF,2030-01-02 11:52,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971129,9847503,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
510,SAF,2030-01-02 11:53,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971130,9847507,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
511,SAF,2030-01-02 11:54,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971131,9847519,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
512,SAF,2030-01-02 11:54,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971132,9847523,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
513,SAF,2030-01-02 11:55,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971133,9847530,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
514,SAF,2030-01-02 11:55,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971134,9847533,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
515,SAF,2030-01-02 12:02,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971135,9847590,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
516,SAF,2030-01-02 12:02,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971136,9847591,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
517,SAF,2030-01-02 12:14,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971137,9847677,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
518,SAF,2030-01-02 12:14,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971138,9847686,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
519,SAF,2030-01-02 12:20,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971139,9847738,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
520,SAF,2030-01-02 12:20,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971140,9847744,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
521,SAF,2030-01-02 12:21,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971141,9847749,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
522,SAF,2030-01-02 12:22,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971142,9847754,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
523,SAF,2030-01-02 12:27,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971143,9847781,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
524,SAF,2030-01-02 12:28,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971144,9847795,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
525,SAF,2030-01-02 12:28,NA,NA,1,NA,2030-01-02 16:52,2030-01-02 16:43,VES033,VES,9971145,9847799,2030-01-02,16:43:00,3 - AFTERNOON,2 - WEEKEND,3 - WED,01-Jan,1 - WINTER,2030
