"","Airfield","Flight_ID","Sch_Departure","Act_Departure","Time_of_Day","Period_of_Week","Day_of_Week","Month","Season","Year","tot_pass","N","min","mean","median","max","mean_WTL","mean_City_Flag","mode_BFO_Dest_City","sum_city_mode","N_of_Dest_City","mode_BFO_Dest_Country_Code","sum_country_mode","N_of_Dest_Country","Delay_in_Seconds"
"656","AUC",18750,1853246280,1853246280,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","09 - SEP","3 - SUMMER","2028",47,43,2,4.27906976744186,4,8,0,0,"BORQUE",47,1,"BOR",47,1,0
"657","AUC",18751,1853247960,1853247960,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","09 - SEP","3 - SUMMER","2028",27,25,2,4.2,4,8,0,0,"BORQUE",27,1,"BOR",27,1,0
"658","AUC",18752,1853250660,1853252400,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","09 - SEP","3 - SUMMER","2028",36,35,1,4.22857142857143,4,10,0,0,"BORCWL",36,1,"BOR",36,1,1740
"659","AUC",18753,1853251560,1853251560,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","09 - SEP","3 - SUMMER","2028",41,39,1,4.33333333333333,4,9,0,0,"BORCWL",41,1,"BOR",41,1,0
"660","AUC",18754,1853253000,1853253000,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","09 - SEP","3 - SUMMER","2028",47,46,1,4.21739130434783,4,10,0,0,"BORQUE",47,1,"BOR",47,1,0
"661","AUC",18755,1853255520,1853255520,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","09 - SEP","3 - SUMMER","2028",43,41,1,3.92682926829268,4,7,0,0,"VES033",43,1,"VES",43,1,0
"662","AUC",18756,1853262660,1853262660,"4 - EVENING","1 - WEEKDAY","5 - FRI","09 - SEP","3 - SUMMER","2028",18,17,1,1.70588235294118,2,3,0,0,"BORQUE",16,2,"BOR",16,2,0
"663","AUC",18757,1853264580,1853264580,"4 - EVENING","1 - WEEKDAY","5 - FRI","09 - SEP","3 - SUMMER","2028",6,6,1,1.66666666666667,1.5,3,0,0,"VES033",6,1,"VES",6,1,0
"664","AUC",18758,1853267160,1853267160,"4 - EVENING","1 - WEEKDAY","5 - FRI","09 - SEP","3 - SUMMER","2028",13,13,1,2,2,4,0,0,"BORQUE",13,1,"BOR",13,1,0
"665","AUC",18759,1853271540,1853271540,"4 - EVENING","1 - WEEKDAY","5 - FRI","09 - SEP","3 - SUMMER","2028",14,13,1,1.38461538461538,1,2,0,0,"BORQUE",14,1,"BOR",14,1,0
"666","AUC",18760,1853309160,1853309160,"2 - MORNING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",43,37,2,4.89189189189189,4,11,0,0,"BORQUE",43,1,"BOR",43,1,0
"667","AUC",18761,1853309580,1853309580,"2 - MORNING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",19,17,1,4.41176470588235,4,7,0,0,"VES033",19,1,"VES",19,1,0
"668","AUC",18762,1853311560,1853311560,"2 - MORNING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",29,28,2,4.82142857142857,5,7,0,0,"BORQUE",29,1,"BOR",29,1,0
"669","AUC",18763,1853312760,1853312760,"2 - MORNING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",28,24,1,4.33333333333333,4,9,0,0,"VES064",28,1,"VES",28,1,0
"670","AUC",18764,1853314260,1853315220,"2 - MORNING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",9,8,2,6.75,5,13,0,0,"BORQUE",9,1,"BOR",9,1,960
"671","AUC",18765,1853314560,1853314560,"2 - MORNING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",18,17,4,6.11764705882353,6,10,0,0,"BORCWL",18,1,"BOR",18,1,0
"672","AUC",18766,1853314560,1853315520,"2 - MORNING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",26,24,1,5.45833333333333,5.5,11,0,0,"BORCWL",26,1,"BOR",26,1,960
"673","AUC",18767,1853315940,1853315940,"2 - MORNING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",44,43,2,8.16279069767442,8,12,0,0,"BORQUE",44,1,"BOR",44,1,0
"674","AUC",18768,1853316660,1853316660,"2 - MORNING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",32,32,2,6.21875,6.5,13,0,0,"BORCWL",32,1,"BOR",32,1,0
"675","AUC",18769,1853323500,1853323500,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",38,37,1,3.10810810810811,3,6,0,0,"BORQUE",35,2,"BOR",35,2,0
"676","AUC",18770,1853327220,1853327220,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",30,29,1,3.82758620689655,2,10,0,0,"VES033",30,1,"VES",30,1,0
"677","AUC",18771,1853329020,1853329020,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",29,26,1,4.19230769230769,3.5,9,0,0,"BORCWL",29,1,"BOR",29,1,0
"678","AUC",18772,1853329260,1853329260,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",27,23,1,3.69565217391304,3,7,0,0,"VES064",27,1,"VES",27,1,0
"679","AUC",18773,1853332560,1853332560,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",27,23,2,4.69565217391304,4,9,0,0,"BORQUE",27,1,"BOR",27,1,0
"680","AUC",18774,1853332920,1853332920,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",39,38,1,4.34210526315789,3,12,0,0,"BORQUE",39,1,"BOR",39,1,0
"681","AUC",18775,1853334360,1853334360,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",27,23,1,3.17391304347826,3,8,0,0,"BORQUE",27,1,"BOR",27,1,0
"682","AUC",18776,1853337060,1853337420,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",24,20,1,2.35,2,4,0,0,"BORCWL",24,1,"BOR",24,1,360
"683","AUC",18777,1853339520,1853339520,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",43,40,1,2.775,3,6,0,0,"BORQUE",43,1,"BOR",43,1,0
"684","AUC",18778,1853341260,1853341260,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",43,40,1,4.225,4,10,0,0,"BORCWL",43,1,"BOR",43,1,0
"685","AUC",18779,1853341860,1853343360,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",41,39,1,4.30769230769231,4,8,0,0,"VES033",41,1,"VES",41,1,1500
"686","AUC",18780,1853346060,1853346540,"4 - EVENING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",18,17,1,2.52941176470588,2,5,0,0,"NEN003",18,1,"NEN",18,1,480
"687","AUC",18781,1853348400,1853348400,"4 - EVENING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",41,40,1,3.5,3,8,0,0,"BORQUE",41,1,"BOR",41,1,0
"688","AUC",18782,1853349060,1853349060,"4 - EVENING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",31,31,1,4.06451612903226,3,9,0,0,"BORQUE",31,1,"BOR",31,1,0
"689","AUC",18783,1853349540,1853349540,"4 - EVENING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",42,40,1,3.675,3.5,8,0,0,"BORCWL",24,2,"BOR",42,1,0
"690","AUC",18784,1853350800,1853350800,"4 - EVENING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",22,21,1,2.85714285714286,3,8,0,0,"VES033",22,1,"VES",22,1,0
"691","AUC",18785,1853352060,1853353440,"4 - EVENING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",42,38,2,4.21052631578947,4,8,0,0,"BORCWL",42,1,"BOR",42,1,1380
"692","AUC",18786,1853352360,1853352360,"4 - EVENING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",29,28,1,5.35714285714286,5,8,0,0,"VES064",29,1,"VES",29,1,0
"693","AUC",18787,1853353560,1853353560,"4 - EVENING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",24,23,2,3.52173913043478,3,6,0,0,"BORQUE",24,1,"BOR",24,1,0
"694","AUC",18788,1853356140,1853356140,"4 - EVENING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",28,25,1,2.44,2,7,0,0,"BORQUE",28,1,"BOR",28,1,0
"695","AUC",18789,1853358060,1853358060,"4 - EVENING","2 - WEEKEND","6 - SAT","09 - SEP","3 - SUMMER","2028",42,42,1,2.11904761904762,2,5,0,0,"BORQUE",42,1,"BOR",42,1,0
"696","AUC",18790,1853395560,1853395560,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",34,28,3,10.4642857142857,9,20,0,0,"BORQUE",34,1,"BOR",34,1,0
"697","AUC",18791,1853395980,1853395980,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",26,24,3,7.79166666666667,5.5,20,0,0,"VES033",26,1,"VES",26,1,0
"698","AUC",18792,1853396460,1853396460,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",10,9,3,7.66666666666667,5,18,0,0,"BORCWL",10,1,"BOR",10,1,0
"699","AUC",18793,1853396640,1853396640,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",41,31,2,8.58064516129032,6,23,0,0,"BORQUE",41,1,"BOR",41,1,0
"700","AUC",18794,1853397360,1853397360,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",5,5,7,11,9,20,0,0,"BORCWL",5,1,"BOR",5,1,0
"701","AUC",18795,1853397360,1853397840,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",30,24,3,6.79166666666667,6,18,0,0,"BORCWL",30,1,"BOR",30,1,480
"702","AUC",18796,1853397960,1853397960,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",23,20,3,9.15,8,20,0,0,"BORQUE",23,1,"BOR",23,1,0
"703","AUC",18797,1853399160,1853399160,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",19,17,4,11.4705882352941,10,22,0,0,"VES064",19,1,"VES",19,1,0
"704","AUC",18798,1853400660,1853401200,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",15,14,2,10.6428571428571,9.5,22,0,0,"BORQUE",15,1,"BOR",15,1,540
"705","AUC",18799,1853400960,1853400960,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",24,21,4,11.952380952381,10,22,0,0,"BORCWL",24,1,"BOR",24,1,0
"706","AUC",18800,1853402760,1853402880,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",11,10,1,3.8,3,8,0,0,"NEN003",11,1,"NEN",11,1,120
"707","AUC",18801,1853403060,1853403060,"2 - MORNING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",29,24,1,7.66666666666667,8,17,0,0,"BORCWL",29,1,"BOR",29,1,0
"708","AUC",18802,1853409660,1853409660,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",44,41,1,2.70731707317073,3,5,0,0,"BORQUE",44,1,"BOR",44,1,0
"709","AUC",18803,1853409960,1853409960,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",41,39,1,3.02564102564103,3,6,0,0,"BORQUE",41,1,"BOR",41,1,0
"710","AUC",18804,1853413620,1853413620,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",30,29,1,3.37931034482759,3,7,0,0,"VES033",30,1,"VES",30,1,0
"711","AUC",18805,1853415420,1853415420,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",31,29,2,3.89655172413793,3,7,0,0,"BORCWL",31,1,"BOR",31,1,0
"712","AUC",18806,1853415660,1853415660,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",34,31,1,3.12903225806452,3,6,0,0,"VES064",34,1,"VES",34,1,0
"713","AUC",18807,1853418960,1853418960,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",13,13,2,4.15384615384615,3,9,0,0,"BORQUE",13,1,"BOR",13,1,0
"714","AUC",18808,1853419500,1853419500,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",47,43,1,3.74418604651163,3,9,0,0,"BORQUE",47,1,"BOR",47,1,0
"715","AUC",18809,1853420760,1853420760,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",32,31,2,3.45161290322581,3,8,0,0,"BORQUE",32,1,"BOR",32,1,0
"716","AUC",18810,1853423460,1853423460,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",46,42,1,4.85714285714286,4,11,0,0,"BORCWL",46,1,"BOR",46,1,0
"717","AUC",18811,1853425800,1853425800,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",42,35,1,4.54285714285714,4,11,0,0,"BORQUE",42,1,"BOR",42,1,0
"718","AUC",18812,1853427660,1853427660,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",39,26,2,4.5,3,10,0,0,"BORCWL",39,1,"BOR",39,1,0
"719","AUC",18813,1853428320,1853432760,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",43,38,1,3.13157894736842,3,7,0,0,"VES033",43,1,"VES",43,1,4440
"720","AUC",18814,1853432460,1853432880,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",16,16,1,2.5,2,4,0,0,"NEN003",16,1,"NEN",16,1,420
"721","AUC",18815,1853433420,1853433420,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",36,33,1,2.72727272727273,3,6,0,0,"BORQUE",36,1,"BOR",36,1,0
"722","AUC",18816,1853435460,1853435760,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",16,15,2,3.06666666666667,3,5,0,0,"BORQUE",16,1,"BOR",16,1,300
"723","AUC",18817,1853435940,1853435940,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",19,17,1,3.35294117647059,4,5,0,0,"BORQUE",10,2,"BOR",19,1,0
"724","AUC",18818,1853437500,1853437500,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",9,5,2,3.4,3,6,0,0,"VES033",9,1,"VES",9,1,0
"725","AUC",18819,1853438460,1853439120,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",17,11,2,2.54545454545455,2,4,0,0,"BORCWL",17,1,"BOR",17,1,660
"726","AUC",18820,1853438760,1853438760,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",20,9,1,2.22222222222222,2,4,0,0,"VES064",20,1,"VES",20,1,0
"727","AUC",18821,1853439960,1853439960,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",17,11,1,2.27272727272727,2,3,0,0,"BORQUE",17,1,"BOR",17,1,0
"728","AUC",18822,1853442600,1853442600,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",25,23,1,2.73913043478261,3,5,0,0,"BORQUE",25,1,"BOR",25,1,0
"729","AUC",18823,1853444460,1853445060,"4 - EVENING","2 - WEEKEND","7 - SUN","09 - SEP","3 - SUMMER","2028",26,22,1,2.72727272727273,3,5,0,0,"BORQUE",26,1,"BOR",26,1,600
"730","AUC",18824,1853481960,1853481960,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",30,28,1,3.14285714285714,3,9,0,0,"BORQUE",29,2,"BOR",29,2,0
"731","AUC",18825,1853482380,1853482380,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",22,19,2,2.78947368421053,3,4,0,0,"VES033",22,1,"VES",22,1,0
"732","AUC",18826,1853482860,1853482860,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",6,3,2,2.66666666666667,3,3,0,0,"BORCWL",6,1,"BOR",6,1,0
"733","AUC",18827,1853483040,1853483040,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",35,31,1,3.87096774193548,3,17,0,0,"BORQUE",35,1,"BOR",35,1,0
"734","AUC",18828,1853483760,1853483760,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",5,5,2,2.4,2,3,0,0,"BORCWL",5,1,"BOR",5,1,0
"735","AUC",18829,1853483760,1853485200,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",14,12,2,10.1666666666667,13,17,0,0,"BORCWL",14,1,"BOR",14,1,1440
"736","AUC",18830,1853484360,1853484360,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",35,33,2,8.21212121212121,9,17,0,0,"BORQUE",35,1,"BOR",35,1,0
"737","AUC",18831,1853485560,1853485560,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",21,18,2,7.33333333333333,5,15,0,0,"VES064",21,1,"VES",21,1,0
"738","AUC",18832,1853487060,1853487480,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",12,10,1,2.4,2.5,5,0,0,"BORQUE",12,1,"BOR",12,1,420
"739","AUC",18833,1853487360,1853487360,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",10,9,2,8.55555555555556,4,17,0,0,"BORCWL",10,1,"BOR",10,1,0
"740","AUC",18834,1853489160,1853489760,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",9,6,2,3,2.5,5,0,0,"NEN003",9,1,"NEN",9,1,600
"741","AUC",18835,1853489460,1853489460,"2 - MORNING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",24,17,1,2.52941176470588,2,4,0,0,"BORCWL",24,1,"BOR",24,1,0
"742","AUC",18836,1853496060,1853496060,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",40,33,1,2.6969696969697,2,6,0,0,"BORQUE",40,1,"BOR",40,1,0
"743","AUC",18837,1853496360,1853496360,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",36,31,1,3,3,6,0,0,"BORQUE",35,2,"BOR",35,2,0
"744","AUC",18838,1853500020,1853500020,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",30,29,1,3.82758620689655,4,7,0,0,"VES033",30,1,"VES",30,1,0
"745","AUC",18839,1853501820,1853501820,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",12,11,2,4.90909090909091,6,7,0,0,"BORCWL",12,1,"BOR",12,1,0
"746","AUC",18840,1853502060,1853502060,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",15,14,1,4.14285714285714,5,7,0,0,"VES064",15,1,"VES",15,1,0
"747","AUC",18841,1853505360,1853505360,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",9,7,2,4.42857142857143,4,7,0,0,"BORQUE",9,1,"BOR",9,1,0
"748","AUC",18842,1853505900,1853505900,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",45,42,2,4.64285714285714,5,8,0,0,"BORQUE",45,1,"BOR",45,1,0
"749","AUC",18843,1853507160,1853507160,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",30,27,1,4.62962962962963,5,9,0,0,"BORQUE",30,1,"BOR",30,1,0
"750","AUC",18844,1853509860,1853510160,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",23,21,2,3.80952380952381,3,7,0,0,"BORCWL",23,1,"BOR",23,1,300
"751","AUC",18845,1853512200,1853512200,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",42,42,1,4.19047619047619,4,8,0,0,"BORQUE",42,1,"BOR",42,1,0
"752","AUC",18846,1853514060,1853514060,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",45,43,1,5.02325581395349,4,10,0,0,"BORCWL",45,1,"BOR",45,1,0
"753","AUC",18847,1853514720,1853514720,"3 - AFTERNOON","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",23,22,2,5.59090909090909,5,11,0,0,"VES033",23,1,"VES",23,1,0
"754","AUC",18848,1853518860,1853519460,"4 - EVENING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",21,20,1,3.25,3,9,0,0,"NEN003",21,1,"NEN",21,1,600
"755","AUC",18849,1853519820,1853519820,"4 - EVENING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",37,36,2,4.47222222222222,4.5,8,0,0,"BORQUE",37,1,"BOR",37,1,0
"756","AUC",18850,1853521860,1853521980,"4 - EVENING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",20,18,1,5.44444444444444,6,8,0,0,"BORQUE",20,1,"BOR",20,1,120
"757","AUC",18851,1853522340,1853522340,"4 - EVENING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",33,29,1,4.37931034482759,3,8,0,0,"BORQUE",18,3,"BOR",32,2,0
"758","AUC",18852,1853524020,1853525160,"4 - EVENING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",16,16,1,2.4375,2.5,4,0,0,"VES033",16,1,"VES",16,1,1140
"759","AUC",18853,1853524860,1853525580,"4 - EVENING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",13,13,1,2.84615384615385,3,8,0,0,"BORCWL",13,1,"BOR",13,1,720
"760","AUC",18854,1853525160,1853525160,"4 - EVENING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",15,15,1,4.66666666666667,6,8,0,0,"VES064",15,1,"VES",15,1,0
"761","AUC",18855,1853526360,1853526360,"4 - EVENING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",6,6,1,2.16666666666667,2,4,0,0,"BORQUE",6,1,"BOR",6,1,0
"762","AUC",18856,1853529000,1853529000,"4 - EVENING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",16,16,1,2.3125,2,4,0,0,"BORQUE",16,1,"BOR",16,1,0
"763","AUC",18857,1853530860,1853534460,"4 - EVENING","1 - WEEKDAY","1 - MON","09 - SEP","3 - SUMMER","2028",29,23,1,2,2,4,0,0,"BORQUE",26,2,"BOR",26,2,3600
"764","AUC",18858,1853568360,1853568360,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",34,32,1,2.6875,3,5,0,0,"BORQUE",34,1,"BOR",34,1,0
"765","AUC",18859,1853568360,1853579160,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",3,3,2,3.66666666666667,4,5,0,0,"BORQUE",3,1,"BOR",3,1,10800
"766","AUC",18860,1853568780,1853568780,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",16,16,1,3.875,4,7,0,0,"VES033",16,1,"VES",16,1,0
"767","AUC",18861,1853569260,1853569260,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",4,3,2,4,2,8,0,0,"BORCWL",4,1,"BOR",4,1,0
"768","AUC",18862,1853569440,1853569440,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",29,25,2,3.52,3,7,0,0,"BORQUE",29,1,"BOR",29,1,0
"769","AUC",18863,1853570160,1853570160,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",4,4,2,2.75,2.5,4,0,0,"BORCWL",4,1,"BOR",4,1,0
"770","AUC",18864,1853570160,1853570580,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",14,13,1,3.30769230769231,4,5,0,0,"BORCWL",14,1,"BOR",14,1,420
"771","AUC",18865,1853570760,1853570760,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",29,27,1,3.44444444444444,3,7,0,0,"BORQUE",29,1,"BOR",29,1,0
"772","AUC",18866,1853571960,1853571960,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",36,27,1,3.07407407407407,3,5,0,0,"VES064",36,1,"VES",36,1,0
"773","AUC",18867,1853573460,1853573460,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",1,1,4,4,4,4,0,0,"BORQUE",1,1,"BOR",1,1,0
"774","AUC",18868,1853573460,1853574120,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",22,21,1,2.95238095238095,2,7,0,0,"BORQUE",22,1,"BOR",22,1,660
"775","AUC",18869,1853573760,1853578260,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",13,10,2,3.2,2.5,6,0,0,"BORCWL",13,1,"BOR",13,1,4500
"776","AUC",18870,1853575560,1853576100,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",15,12,1,2.66666666666667,2,5,0,0,"NEN003",15,1,"NEN",15,1,540
"777","AUC",18871,1853575860,1853575860,"2 - MORNING","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",26,15,1,2.53333333333333,3,4,0,0,"BORCWL",26,1,"BOR",26,1,0
"778","AUC",18872,1853582460,1853582460,"3 - AFTERNOON","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",46,42,1,2.64285714285714,2,7,0,0,"BORQUE",45,2,"BOR",45,2,0
"779","AUC",18873,1853582760,1853582760,"3 - AFTERNOON","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",38,37,1,2.94594594594595,2,8,0,0,"BORQUE",38,1,"BOR",38,1,0
"780","AUC",18874,1853586420,1853586420,"3 - AFTERNOON","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",18,17,2,3.47058823529412,3,8,0,0,"VES033",18,1,"VES",18,1,0
"781","AUC",18875,1853588220,1853588220,"3 - AFTERNOON","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",18,15,1,2.2,2,3,0,0,"BORCWL",18,1,"BOR",18,1,0
"782","AUC",18876,1853588460,1853588460,"3 - AFTERNOON","1 - WEEKDAY","2 - TUE","09 - SEP","3 - SUMMER","2028",16,11,1,2.72727272727273,3,6,0,0,"VES064",16,1,"VES",16,1,0
